timestamp,joint_5,spherical_wrist_1_link.x,spherical_wrist_1_link.y,spherical_wrist_1_link.z,spherical_wrist_1_link.x_hat,spherical_wrist_1_link.y_hat,spherical_wrist_1_link.z_hat
14.055,8e-05,0.05766,-0.00041,0.26315,-0.00026,1e-05,-1.0
14.106,0.00138,0.05766,-0.00057,0.26315,-0.00026,1e-05,-1.0
14.157,0.0049,0.05766,-0.00087,0.26315,-0.00026,1e-05,-1.0
14.208,0.01052,0.05765,-0.00122,0.26315,-0.00026,1e-05,-1.0
14.259,0.0168,0.05764,-0.00158,0.26315,-0.00026,1e-05,-1.0
14.31,0.02303,0.05763,-0.00193,0.26315,-0.00026,1e-05,-1.0
14.361,0.02927,0.05762,-0.00229,0.26315,-0.00026,1e-05,-1.0
14.412,0.0355,0.0576,-0.00265,0.26315,-0.00026,1e-05,-1.0
14.463,0.04173,0.05758,-0.003,0.26315,-0.00026,1e-05,-1.0
14.514,0.04796,0.05756,-0.00335,0.26315,-0.00026,1e-05,-1.0
14.565,0.05419,0.05754,-0.00371,0.26315,-0.00026,1e-05,-1.0
14.616,0.06042,0.05752,-0.00406,0.26315,-0.00026,1e-05,-1.0
14.667,0.06665,0.05749,-0.00442,0.26315,-0.00026,1e-05,-1.0
14.718,0.07288,0.05746,-0.00478,0.26315,-0.00026,1e-05,-1.0
14.769,0.07912,0.05743,-0.00513,0.26315,-0.00026,1e-05,-1.0
14.82,0.08535,0.0574,-0.00548,0.26315,-0.00027,1e-05,-1.0
14.871,0.09158,0.05737,-0.00583,0.26315,-0.00027,1e-05,-1.0
14.922,0.09781,0.05733,-0.00618,0.26315,-0.00027,1e-05,-1.0
14.973,0.10404,0.05729,-0.00654,0.26315,-0.00027,1e-05,-1.0
15.024,0.11027,0.05725,-0.0069,0.26315,-0.00027,1e-05,-1.0
15.075,0.1165,0.0572,-0.00725,0.26316,-0.00027,1e-05,-1.0
15.126,0.12273,0.05716,-0.0076,0.26316,-0.00027,1e-05,-1.0
15.177,0.12896,0.05711,-0.00796,0.26316,-0.00027,1e-05,-1.0
15.228,0.13519,0.05706,-0.00831,0.26316,-0.00027,1e-05,-1.0
