timestamp,joint_5,spherical_wrist_1_link.x,spherical_wrist_1_link.y,spherical_wrist_1_link.z,spherical_wrist_1_link.x_hat,spherical_wrist_1_link.y_hat,spherical_wrist_1_link.z_hat
77.172,0.98268,0.08466,-0.05956,0.24734,-0.19909,0.01195,-0.97991
77.223,0.98138,0.08477,-0.05949,0.24731,-0.19909,0.01195,-0.97991
77.274,0.97786,0.085,-0.05935,0.24727,-0.19909,0.01195,-0.97991
77.325,0.97224,0.08534,-0.05914,0.2472,-0.19909,0.01195,-0.97991
77.376,0.96596,0.08567,-0.05893,0.24714,-0.19909,0.01195,-0.97991
77.427,0.95973,0.08601,-0.05872,0.24707,-0.19909,0.01195,-0.97991
77.478,0.9535,0.08635,-0.0585,0.24701,-0.19909,0.01195,-0.97991
77.53,0.94727,0.08668,-0.05828,0.24694,-0.19909,0.01195,-0.97991
77.58,0.94104,0.08701,-0.05806,0.24688,-0.19909,0.01195,-0.97991
77.631,0.9348,0.08735,-0.05783,0.24681,-0.19908,0.01195,-0.97991
77.682,0.92858,0.08768,-0.05761,0.24675,-0.19908,0.01195,-0.97991
77.734,0.92234,0.088,-0.05738,0.24668,-0.19908,0.01195,-0.97991
77.784,0.91611,0.08833,-0.05715,0.24662,-0.19908,0.01195,-0.97991
77.835,0.90988,0.08866,-0.05691,0.24655,-0.19908,0.01195,-0.97991
77.886,0.90365,0.08899,-0.05668,0.24649,-0.19908,0.01195,-0.97991
77.937,0.89742,0.08931,-0.05644,0.24643,-0.19908,0.01195,-0.97991
77.988,0.89119,0.08964,-0.0562,0.24636,-0.19908,0.01195,-0.97991
78.039,0.88496,0.08996,-0.05596,0.2463,-0.19908,0.01195,-0.97991
78.09,0.87872,0.09028,-0.05572,0.24624,-0.19908,0.01195,-0.97991
78.141,0.87249,0.09059,-0.05548,0.24618,-0.19908,0.01195,-0.97991
78.192,0.86626,0.09091,-0.05523,0.24612,-0.19908,0.01195,-0.97991
78.243,0.86003,0.09123,-0.05498,0.24606,-0.19908,0.01195,-0.97991
78.294,0.8538,0.09154,-0.05473,0.246,-0.19908,0.01195,-0.97991
78.345,0.84757,0.09185,-0.05448,0.24594,-0.19908,0.01195,-0.97991
78.396,0.84134,0.09217,-0.05422,0.24588,-0.19908,0.01195,-0.97991
78.447,0.83511,0.09248,-0.05396,0.24582,-0.19908,0.01195,-0.97991
78.498,0.82888,0.09279,-0.0537,0.24576,-0.19908,0.01195,-0.97991
78.549,0.82264,0.09309,-0.05345,0.2457,-0.19908,0.01195,-0.97991
78.6,0.81641,0.09339,-0.05319,0.24564,-0.19908,0.01195,-0.97991
78.651,0.81018,0.09369,-0.05292,0.24558,-0.19908,0.01194,-0.97991
78.702,0.80395,0.09399,-0.05266,0.24552,-0.19908,0.01194,-0.97991
78.753,0.79772,0.09429,-0.05239,0.24547,-0.19908,0.01194,-0.97991
78.804,0.79149,0.09459,-0.05212,0.24541,-0.19908,0.01194,-0.97991
