timestamp,joint_1,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat
38.242,8e-05,0.0956,0.13832,0.96717,-0.0,1e-05,-1.0
38.294,0.00138,0.09581,0.13817,0.96717,-0.0,1e-05,-1.0
38.345,0.0049,0.09632,0.13781,0.96717,-0.0,1e-05,-1.0
38.396,0.01073,0.09713,0.13724,0.96717,-0.0,1e-05,-1.0
38.447,0.01778,0.0981,0.13655,0.96717,-0.0,1e-05,-1.0
38.498,0.02489,0.09905,0.13587,0.96717,-0.0,1e-05,-1.0
38.549,0.03202,0.10002,0.13516,0.96717,-0.0,1e-05,-1.0
38.6,0.03914,0.10098,0.13444,0.96717,-0.0,1e-05,-1.0
38.651,0.04626,0.10193,0.13372,0.96717,-0.0,1e-05,-1.0
38.702,0.05338,0.10288,0.13299,0.96717,-0.0,1e-05,-1.0
38.753,0.06051,0.10381,0.13227,0.96717,-0.0,1e-05,-1.0
38.804,0.06763,0.10475,0.13153,0.96717,-0.0,1e-05,-1.0
38.855,0.07475,0.10566,0.13079,0.96717,-0.0,1e-05,-1.0
38.906,0.08187,0.10748,0.12931,0.96717,-0.0,1e-05,-1.0
38.957,0.08899,0.1084,0.12854,0.96717,-0.0,1e-05,-1.0
39.008,0.09611,0.10929,0.12778,0.96717,-0.0,1e-05,-1.0
39.059,0.10323,0.11018,0.12701,0.96717,-0.0,1e-05,-1.0
39.11,0.11035,0.11108,0.12622,0.96717,-0.0,1e-05,-1.0
39.161,0.11747,0.11196,0.12545,0.96717,-0.0,1e-05,-1.0
39.212,0.1246,0.11284,0.12466,0.96717,-0.0,1e-05,-1.0
39.263,0.13172,0.1137,0.12387,0.96717,-0.0,1e-05,-1.0
39.314,0.13884,0.11457,0.12307,0.96717,-0.0,1e-05,-1.0
39.365,0.14596,0.11544,0.12225,0.96717,-0.0,1e-05,-1.0
39.416,0.15308,0.11631,0.12143,0.96717,-0.0,1e-05,-1.0
39.467,0.1602,0.11717,0.1206,0.96717,-0.0,1e-05,-1.0
39.518,0.16732,0.11801,0.11978,0.96717,-0.0,1e-05,-1.0
39.569,0.17445,0.11886,0.11893,0.96717,-0.0,1e-05,-1.0
39.62,0.18157,0.1197,0.11809,0.96717,-0.0,1e-05,-1.0
39.671,0.18868,0.12054,0.11723,0.96717,-0.0,1e-05,-1.0
39.722,0.19581,0.12137,0.11637,0.96717,-0.0,1e-05,-1.0
39.773,0.20293,0.12218,0.11552,0.96717,-0.0,1e-05,-1.0
39.824,0.21005,0.123,0.11465,0.96717,-0.0,1e-05,-1.0
39.875,0.21717,0.1238,0.11378,0.96717,-0.0,1e-05,-1.0
39.926,0.22429,0.12459,0.11292,0.96717,-0.0,1e-05,-1.0
39.976,0.23141,0.12539,0.11203,0.96717,-0.0,1e-05,-1.0
40.028,0.23853,0.12617,0.11115,0.96717,-0.0,1e-05,-1.0
40.079,0.24565,0.12696,0.11025,0.96717,-0.0,1e-05,-1.0
40.13,0.25278,0.12773,0.10936,0.96717,-0.0,1e-05,-1.0
40.181,0.2599,0.1285,0.10845,0.96717,-0.0,1e-05,-1.0
40.232,0.26702,0.12926,0.10755,0.96717,-0.0,1e-05,-1.0
40.283,0.27414,0.13002,0.10663,0.96717,-0.0,1e-05,-1.0
40.334,0.28126,0.13076,0.10572,0.96717,-0.0,1e-05,-1.0
40.385,0.2884,0.13151,0.10478,0.96717,-0.0,1e-05,-1.0
40.436,0.2955,0.13225,0.10384,0.96717,-0.0,1e-05,-1.0
40.487,0.30262,0.13298,0.10292,0.96717,-0.0,1e-05,-1.0
40.538,0.30974,0.13371,0.10197,0.96717,-0.0,1e-05,-1.0
40.588,0.31687,0.13441,0.10103,0.96717,-0.0,1e-05,-1.0
40.64,0.32399,0.13513,0.10007,0.96717,-0.0,1e-05,-1.0
40.691,0.33111,0.13584,0.09911,0.96717,-0.0,1e-05,-1.0
40.742,0.33823,0.13653,0.09816,0.96717,-0.0,1e-05,-1.0
40.793,0.34535,0.13722,0.09718,0.96717,-0.0,1e-05,-1.0
40.844,0.35247,0.1379,0.09622,0.96717,-0.0,1e-05,-1.0
40.895,0.3596,0.13858,0.09524,0.96717,-0.0,1e-05,-1.0
40.946,0.36672,0.13926,0.09425,0.96717,-0.0,1e-05,-1.0
40.997,0.37384,0.13991,0.09327,0.96717,-0.0,1e-05,-1.0
41.048,0.38096,0.14057,0.09228,0.96717,-0.0,1e-05,-1.0
41.099,0.38808,0.14123,0.09127,0.96717,-0.0,1e-05,-1.0
41.15,0.3952,0.14187,0.09026,0.96717,-0.0,1e-05,-1.0
41.201,0.40232,0.1425,0.08927,0.96717,-0.0,1e-05,-1.0
41.252,0.40944,0.14313,0.08826,0.96717,-0.0,1e-05,-1.0
41.303,0.41656,0.14374,0.08725,0.96717,-0.0,1e-05,-1.0
41.354,0.42368,0.14435,0.08625,0.96717,-0.0,1e-05,-1.0
41.405,0.43081,0.14496,0.08522,0.96717,-0.0,1e-05,-1.0
41.456,0.43793,0.14555,0.0842,0.96717,-0.0,1e-05,-1.0
41.507,0.44505,0.14615,0.08317,0.96717,-0.0,1e-05,-1.0
41.558,0.45217,0.14673,0.08214,0.96717,-0.0,1e-05,-1.0
41.609,0.45929,0.14731,0.0811,0.96717,-0.0,1e-05,-1.0
41.66,0.46641,0.14788,0.08005,0.96717,-0.0,1e-05,-1.0
41.711,0.47353,0.14844,0.07901,0.96717,-0.0,1e-05,-1.0
41.762,0.48065,0.149,0.07795,0.96717,-0.0,1e-05,-1.0
41.813,0.48777,0.14955,0.07689,0.96717,-0.0,1e-05,-1.0
41.864,0.4949,0.15009,0.07582,0.96717,-0.0,1e-05,-1.0
41.915,0.50202,0.15063,0.07475,0.96717,-0.0,1e-05,-1.0
41.966,0.50914,0.15116,0.07368,0.96717,-0.0,1e-05,-1.0
42.017,0.51626,0.15168,0.0726,0.96717,-0.0,1e-05,-1.0
42.068,0.52338,0.15218,0.07154,0.96717,-0.0,1e-05,-1.0
42.119,0.5305,0.15268,0.07048,0.96717,-0.0,1e-05,-1.0
42.17,0.53762,0.15317,0.06941,0.96717,-0.0,1e-05,-1.0
42.221,0.54474,0.15366,0.06832,0.96717,-0.0,1e-05,-1.0
42.272,0.55186,0.15414,0.06722,0.96717,-0.0,1e-05,-1.0
42.323,0.55899,0.15461,0.06612,0.96717,-0.0,1e-05,-1.0
42.374,0.56611,0.15507,0.06504,0.96717,-0.0,1e-05,-1.0
42.425,0.57323,0.15553,0.06393,0.96717,-0.0,1e-05,-1.0
42.476,0.58035,0.15597,0.06285,0.96717,-0.0,1e-05,-1.0
42.527,0.58747,0.15642,0.06174,0.96717,-0.0,1e-05,-1.0
42.578,0.59459,0.15684,0.06064,0.96717,-0.0,1e-05,-1.0
42.629,0.60171,0.15726,0.05955,0.96717,-0.0,1e-05,-1.0
42.68,0.60883,0.15768,0.05842,0.96717,-0.0,1e-05,-1.0
42.731,0.61595,0.1581,0.0573,0.96717,-0.0,1e-05,-1.0
42.782,0.62308,0.15849,0.0562,0.96717,-0.0,1e-05,-1.0
42.833,0.6302,0.15888,0.05509,0.96717,-0.0,1e-05,-1.0
42.884,0.63732,0.15927,0.05396,0.96717,-0.0,1e-05,-1.0
42.935,0.64444,0.15964,0.05284,0.96717,-0.0,1e-05,-1.0
42.986,0.65156,0.16001,0.05173,0.96717,-0.0,1e-05,-1.0
43.037,0.65868,0.16037,0.05059,0.96717,-0.0,1e-05,-1.0
43.087,0.6658,0.16073,0.04944,0.96717,-0.0,1e-05,-1.0
43.139,0.67292,0.16108,0.0483,0.96717,-0.0,1e-05,-1.0
43.19,0.68004,0.16141,0.04717,0.96717,-0.0,1e-05,-1.0
43.241,0.68717,0.16174,0.04602,0.96717,-0.0,1e-05,-1.0
43.292,0.69429,0.16207,0.04487,0.96717,-0.0,1e-05,-1.0
43.343,0.7014,0.16238,0.04371,0.96717,-0.0,1e-05,-1.0
43.394,0.70853,0.16269,0.04256,0.96717,-0.0,1e-05,-1.0
43.445,0.71565,0.16299,0.0414,0.96717,-0.0,1e-05,-1.0
43.496,0.72277,0.16328,0.04023,0.96717,-0.0,1e-05,-1.0
43.547,0.72989,0.16356,0.03909,0.96717,-0.0,1e-05,-1.0
43.598,0.73701,0.16383,0.03793,0.96717,-0.0,1e-05,-1.0
43.649,0.74414,0.16409,0.03678,0.96717,-0.0,1e-05,-1.0
43.7,0.75126,0.16435,0.03561,0.96717,-0.0,1e-05,-1.0
43.751,0.75838,0.1646,0.03447,0.96717,-0.0,1e-05,-1.0
43.802,0.7655,0.16483,0.03332,0.96717,-0.0,1e-05,-1.0
43.853,0.77262,0.16507,0.03214,0.96717,-0.0,1e-05,-1.0
43.904,0.77974,0.16529,0.03099,0.96717,-0.0,1e-05,-1.0
43.955,0.78686,0.1655,0.02981,0.96717,-0.0,1e-05,-1.0
44.006,0.79398,0.16571,0.02865,0.96717,-0.0,1e-05,-1.0
44.057,0.80111,0.1659,0.0275,0.96717,-0.0,1e-05,-1.0
44.108,0.80823,0.1661,0.02631,0.96717,-0.0,1e-05,-1.0
44.159,0.81535,0.16628,0.02515,0.96717,-0.0,1e-05,-1.0
44.21,0.82247,0.16645,0.02397,0.96717,-0.0,1e-05,-1.0
44.261,0.82959,0.16662,0.02278,0.96717,-0.0,1e-05,-1.0
44.312,0.83671,0.16678,0.0216,0.96717,-0.0,1e-05,-1.0
44.363,0.84383,0.16692,0.02043,0.96717,-0.0,1e-05,-1.0
44.414,0.85095,0.16706,0.01924,0.96717,-0.0,1e-05,-1.0
44.465,0.85807,0.1672,0.01805,0.96717,-0.0,1e-05,-1.0
44.516,0.86519,0.16732,0.01689,0.96717,-0.0,1e-05,-1.0
44.567,0.87232,0.16743,0.01572,0.96717,-0.0,1e-05,-1.0
44.618,0.87944,0.16754,0.01453,0.96717,-0.0,1e-05,-1.0
44.669,0.88656,0.16764,0.01336,0.96717,-0.0,1e-05,-1.0
44.72,0.89368,0.16773,0.01216,0.96717,-0.0,1e-05,-1.0
44.771,0.9008,0.16781,0.01097,0.96717,-0.0,1e-05,-1.0
44.822,0.90792,0.16789,0.00977,0.96717,-0.0,1e-05,-1.0
44.873,0.91504,0.16795,0.00858,0.96717,-0.0,1e-05,-1.0
44.924,0.92217,0.16801,0.00738,0.96717,-0.0,1e-05,-1.0
44.975,0.92928,0.16806,0.00618,0.96717,-0.0,1e-05,-1.0
45.026,0.9364,0.1681,0.00501,0.96717,-0.0,1e-05,-1.0
45.077,0.94352,0.16813,0.00381,0.96717,-0.0,1e-05,-1.0
45.128,0.95065,0.16815,0.00262,0.96717,-0.0,1e-05,-1.0
45.179,0.95777,0.16817,0.00142,0.96717,-0.0,1e-05,-1.0
45.23,0.96489,0.16817,0.00022,0.96717,-0.0,1e-05,-1.0
45.281,0.97201,0.16816,-0.00215,0.96717,-0.0,1e-05,-1.0
45.332,0.97913,0.16814,-0.00333,0.96716,-0.0,1e-05,-1.0
45.383,0.9863,0.16812,-0.00442,0.96716,-0.0,1e-05,-1.0
45.434,0.99271,0.1681,-0.00514,0.96716,-0.0,1e-05,-1.0
45.485,0.99697,0.16808,-0.00551,0.96716,-0.0,1e-05,-1.0
45.536,0.99901,0.16808,-0.00555,0.96716,-0.0,1e-05,-1.0
45.587,0.99919,0.16808,-0.00555,0.96716,-0.0,1e-05,-1.0
