timestamp,joint_5,spherical_wrist_1_link.x,spherical_wrist_1_link.y,spherical_wrist_1_link.z,spherical_wrist_1_link.x_hat,spherical_wrist_1_link.y_hat,spherical_wrist_1_link.z_hat
64.851,0.74117,-0.10559,0.0493,0.24289,0.34007,-0.38678,-0.85718
64.902,0.73987,-0.10553,0.04929,0.24292,0.34007,-0.38678,-0.85718
64.953,0.73635,-0.10506,0.04922,0.24314,0.34007,-0.38678,-0.85718
65.004,0.73073,-0.10473,0.04918,0.24329,0.34007,-0.38678,-0.85718
65.055,0.72444,-0.10442,0.04914,0.24343,0.34007,-0.38678,-0.85717
65.106,0.71822,-0.1041,0.0491,0.24358,0.34007,-0.38678,-0.85717
65.157,0.71198,-0.10378,0.04906,0.24372,0.34008,-0.38679,-0.85717
65.207,0.70575,-0.10345,0.04902,0.24387,0.34008,-0.38679,-0.85717
65.259,0.69952,-0.10314,0.04899,0.24401,0.34008,-0.38679,-0.85717
65.31,0.69329,-0.10281,0.04896,0.24415,0.34008,-0.38679,-0.85717
65.361,0.68706,-0.10248,0.04893,0.2443,0.34008,-0.38679,-0.85717
65.412,0.68083,-0.10215,0.0489,0.24444,0.34008,-0.38679,-0.85717
65.463,0.6746,-0.10183,0.04887,0.24458,0.34008,-0.38679,-0.85717
65.514,0.66837,-0.1015,0.04885,0.24472,0.34008,-0.38679,-0.85717
65.565,0.66213,-0.10118,0.04883,0.24486,0.34008,-0.3868,-0.85717
65.616,0.6559,-0.10086,0.04881,0.245,0.34008,-0.3868,-0.85717
65.667,0.64967,-0.10053,0.04879,0.24514,0.34008,-0.3868,-0.85717
65.718,0.64344,-0.10021,0.04877,0.24527,0.34008,-0.3868,-0.85716
65.769,0.63721,-0.09987,0.04876,0.24541,0.34008,-0.3868,-0.85716
65.82,0.63098,-0.09954,0.04875,0.24555,0.34008,-0.3868,-0.85716
65.871,0.62475,-0.09922,0.04874,0.24568,0.34008,-0.3868,-0.85716
65.922,0.61852,-0.09889,0.04873,0.24581,0.34008,-0.3868,-0.85716
65.973,0.61229,-0.09856,0.04872,0.24595,0.34008,-0.3868,-0.85716
66.024,0.60605,-0.09823,0.04872,0.24608,0.34009,-0.38681,-0.85716
66.075,0.59982,-0.0979,0.04872,0.24621,0.34009,-0.38681,-0.85716
66.126,0.59359,-0.09757,0.04872,0.24634,0.34009,-0.38681,-0.85716
66.177,0.58736,-0.09724,0.04872,0.24647,0.34009,-0.38681,-0.85716
66.228,0.58113,-0.09691,0.04872,0.2466,0.34009,-0.38681,-0.85716
66.279,0.57489,-0.09658,0.04873,0.24673,0.34009,-0.38681,-0.85716
66.33,0.56867,-0.09625,0.04874,0.24686,0.34009,-0.38681,-0.85716
