timestamp,joint_2,half_arm_1_link.x,half_arm_1_link.y,half_arm_1_link.z,half_arm_1_link.x_hat,half_arm_1_link.y_hat,half_arm_1_link.z_hat
26.238,8e-05,-0.16966,0.14329,0.8317,-0.0002,1.0,1e-05
26.289,-0.00122,-0.17218,0.14329,0.83118,-0.0002,1.0,1e-05
26.34,-0.00474,-0.17656,0.14328,0.83026,-0.0002,1.0,1e-05
26.391,-0.01056,-0.18232,0.14328,0.82901,-0.0002,1.0,1e-05
26.442,-0.01762,-0.18822,0.14328,0.8277,-0.0002,1.0,1e-05
26.493,-0.02474,-0.19399,0.14328,0.82636,-0.0002,1.0,1e-05
26.544,-0.03186,-0.19987,0.14328,0.82496,-0.0002,1.0,1e-05
26.595,-0.03898,-0.20562,0.14328,0.82354,-0.0002,1.0,1e-05
26.646,-0.0461,-0.21149,0.14328,0.82206,-0.0002,1.0,1e-05
26.697,-0.05323,-0.21722,0.14328,0.82056,-0.0002,1.0,1e-05
26.748,-0.06035,-0.22306,0.14328,0.819,-0.0002,1.0,1e-05
26.799,-0.06747,-0.22888,0.14327,0.81739,-0.0002,1.0,1e-05
26.85,-0.07459,-0.23469,0.14327,0.81574,-0.0002,1.0,1e-05
26.901,-0.08171,-0.2405,0.14327,0.81404,-0.0002,1.0,1e-05
26.952,-0.08883,-0.24629,0.14327,0.81231,-0.0002,1.0,1e-05
27.003,-0.09595,-0.25196,0.14327,0.81057,-0.00021,1.0,1e-05
27.054,-0.10307,-0.25772,0.14327,0.80876,-0.00021,1.0,1e-05
27.105,-0.11019,-0.26336,0.14327,0.80694,-0.00021,1.0,1e-05
27.156,-0.11731,-0.2691,0.14327,0.80504,-0.00021,1.0,1e-05
27.207,-0.12443,-0.27483,0.14326,0.80311,-0.00021,1.0,1e-05
27.258,-0.13155,-0.28043,0.14326,0.80117,-0.00021,1.0,1e-05
27.309,-0.13868,-0.28601,0.14326,0.79919,-0.00021,1.0,1e-05
27.36,-0.1458,-0.2917,0.14326,0.79714,-0.00021,1.0,1e-05
27.411,-0.15292,-0.29736,0.14326,0.79504,-0.00021,1.0,1e-05
27.462,-0.16004,-0.30301,0.14326,0.7929,-0.00021,1.0,1e-05
27.513,-0.16716,-0.30865,0.14326,0.79073,-0.00021,1.0,1e-05
27.564,-0.17428,-0.31428,0.14326,0.78851,-0.00021,1.0,1e-05
27.615,-0.1814,-0.31978,0.14325,0.78629,-0.00021,1.0,1e-05
27.666,-0.18852,-0.32527,0.14325,0.78404,-0.00021,1.0,1e-05
27.717,-0.19565,-0.33083,0.14325,0.78171,-0.00021,1.0,1e-05
27.768,-0.20277,-0.33639,0.14325,0.77933,-0.00021,1.0,1e-05
27.819,-0.20989,-0.34182,0.14325,0.77696,-0.00021,1.0,1e-05
27.87,-0.21701,-0.34735,0.14325,0.77451,-0.00021,1.0,1e-05
