timestamp,joint_1,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat
50.81,-0.94223,0.59458,0.25835,0.48892,-0.0,1e-05,-1.0
50.861,-0.94093,0.59544,0.25636,0.48892,-0.0,1e-05,-1.0
50.912,-0.93741,0.59685,0.25307,0.48892,-0.0,1e-05,-1.0
50.963,-0.93158,0.59857,0.24896,0.48892,-0.0,1e-05,-1.0
51.014,-0.92453,0.60033,0.2447,0.48892,-0.0,1e-05,-1.0
51.065,-0.91741,0.60202,0.2405,0.48892,-0.0,1e-05,-1.0
51.116,-0.91029,0.60369,0.23628,0.48892,-0.0,1e-05,-1.0
51.167,-0.90317,0.60532,0.23207,0.48892,-0.0,1e-05,-1.0
51.218,-0.89604,0.60696,0.22775,0.48892,-0.0,1e-05,-1.0
51.269,-0.88893,0.60853,0.22351,0.48892,-0.0,1e-05,-1.0
51.32,-0.88181,0.61011,0.21917,0.48892,-0.0,1e-05,-1.0
51.371,-0.87469,0.61165,0.21482,0.48892,-0.0,1e-05,-1.0
51.422,-0.86756,0.61317,0.21046,0.48892,-0.0,1e-05,-1.0
51.473,-0.86044,0.61465,0.20608,0.48892,-0.0,1e-05,-1.0
51.524,-0.85332,0.6161,0.2017,0.48892,-0.0,1e-05,-1.0
51.575,-0.8462,0.6175,0.1974,0.48892,-0.0,1e-05,-1.0
51.626,-0.83908,0.61889,0.19299,0.48892,-0.0,1e-05,-1.0
51.677,-0.83196,0.62022,0.18867,0.48892,-0.0,1e-05,-1.0
51.728,-0.82484,0.62155,0.18425,0.48892,-0.0,1e-05,-1.0
51.779,-0.81772,0.62282,0.1799,0.48892,-0.0,1e-05,-1.0
51.83,-0.8106,0.62408,0.17546,0.48892,-0.0,1e-05,-1.0
51.881,-0.80348,0.62531,0.17101,0.48892,-0.0,1e-05,-1.0
51.932,-0.79635,0.62652,0.16655,0.48892,-0.0,1e-05,-1.0
51.983,-0.78923,0.62766,0.16218,0.48892,-0.0,1e-05,-1.0
52.034,-0.78211,0.62878,0.15779,0.48892,-0.0,1e-05,-1.0
52.085,-0.77499,0.62987,0.1534,0.48892,-0.0,1e-05,-1.0
52.136,-0.76787,0.63094,0.14891,0.48892,-0.0,1e-05,-1.0
