timestamp,joint_4,forearm_link.x,forearm_link.y,forearm_link.z,forearm_link.x_hat,forearm_link.y_hat,forearm_link.z_hat
65.8,1.04049,0.40976,-0.15775,0.14298,0.17579,0.984,-0.02901
65.851,1.03918,0.40942,-0.15766,0.14405,0.17579,0.984,-0.02901
65.902,1.03567,0.40878,-0.15748,0.14604,0.17579,0.984,-0.02901
65.953,1.02983,0.40786,-0.15724,0.14885,0.17579,0.984,-0.02901
66.004,1.02279,0.40686,-0.15697,0.15184,0.17579,0.984,-0.02901
66.055,1.01566,0.40582,-0.15669,0.15489,0.17579,0.984,-0.02901
66.106,1.00854,0.40475,-0.15641,0.15792,0.17579,0.984,-0.02901
66.157,1.00142,0.40369,-0.15614,0.16089,0.17579,0.984,-0.02901
66.208,0.9943,0.40259,-0.15585,0.16391,0.17579,0.984,-0.02901
66.259,0.98718,0.40146,-0.15556,0.16693,0.17579,0.984,-0.02901
66.31,0.98006,0.40033,-0.15527,0.16987,0.17579,0.984,-0.02901
66.361,0.97294,0.39916,-0.15497,0.17287,0.17579,0.984,-0.02901
66.412,0.96582,0.398,-0.15468,0.17579,0.17579,0.984,-0.02901
66.463,0.9587,0.39681,-0.15438,0.17871,0.17579,0.984,-0.02901
66.514,0.95157,0.39558,-0.15407,0.18168,0.17579,0.984,-0.02901
66.565,0.94445,0.39433,-0.15376,0.18464,0.17579,0.984,-0.02901
66.616,0.93733,0.39308,-0.15346,0.18754,0.17579,0.984,-0.02901
66.667,0.93021,0.39179,-0.15314,0.19048,0.17579,0.984,-0.02901
66.718,0.92309,0.39048,-0.15282,0.19341,0.17579,0.984,-0.02901
66.769,0.91597,0.38914,-0.15249,0.19633,0.17579,0.984,-0.02901
66.82,0.90885,0.38781,-0.15217,0.19919,0.17579,0.984,-0.02901
66.871,0.90173,0.38644,-0.15184,0.20209,0.17579,0.984,-0.02901
66.922,0.89461,0.38507,-0.15151,0.20493,0.17579,0.984,-0.02901
66.973,0.88749,0.38368,-0.15118,0.20775,0.17579,0.984,-0.02901
67.024,0.88036,0.38228,-0.15085,0.21057,0.17579,0.984,-0.02901
67.075,0.87324,0.38082,-0.1505,0.21343,0.17579,0.984,-0.02901
67.126,0.86612,0.37935,-0.15016,0.21628,0.17579,0.984,-0.02901
67.177,0.859,0.37785,-0.1498,0.21912,0.17579,0.984,-0.02901
67.228,0.85188,0.37637,-0.14946,0.2219,0.17579,0.984,-0.02901
67.279,0.84475,0.37484,-0.1491,0.22472,0.17579,0.984,-0.02901
67.33,0.83764,0.37331,-0.14875,0.22747,0.17579,0.984,-0.02901
67.381,0.83051,0.37177,-0.14839,0.23021,0.17579,0.984,-0.02901
