timestamp,joint_4,forearm_link.x,forearm_link.y,forearm_link.z,forearm_link.x_hat,forearm_link.y_hat,forearm_link.z_hat
21.358,5e-05,-0.08098,-0.06266,0.44968,0.0001,1.0,1e-05
21.409,0.00135,-0.08089,-0.06266,0.4497,0.0001,1.0,1e-05
21.46,0.00487,-0.08,-0.06266,0.44985,0.0001,1.0,1e-05
21.511,0.0107,-0.07814,-0.06266,0.45018,0.0001,1.0,1e-05
21.562,0.01775,-0.07526,-0.06266,0.45067,0.00011,1.0,1e-05
21.613,0.02487,-0.07206,-0.06266,0.4512,0.00011,1.0,1e-05
21.664,0.03199,-0.0689,-0.06266,0.45169,0.00011,1.0,1e-05
21.715,0.03911,-0.06575,-0.06266,0.45216,0.00011,1.0,1e-05
21.766,0.04623,-0.06259,-0.06266,0.45261,0.00011,1.0,1e-05
21.817,0.05336,-0.05943,-0.06266,0.45303,0.00011,1.0,1e-05
21.868,0.06048,-0.05626,-0.06266,0.45343,0.00011,1.0,1e-05
21.919,0.0676,-0.05303,-0.06266,0.45382,0.00011,1.0,1e-05
21.97,0.07472,-0.04986,-0.06266,0.45418,0.00011,1.0,1e-05
22.021,0.08184,-0.04663,-0.06267,0.45453,0.00011,1.0,1e-05
22.072,0.08896,-0.04345,-0.06267,0.45484,0.00011,1.0,1e-05
22.123,0.09608,-0.04021,-0.06267,0.45514,0.00011,1.0,1e-05
22.174,0.1032,-0.03704,-0.06267,0.45541,0.00011,1.0,1e-05
22.225,0.11032,-0.03385,-0.06267,0.45566,0.00011,1.0,1e-05
22.276,0.11744,-0.03061,-0.06267,0.45588,0.00011,1.0,1e-05
22.327,0.12457,-0.02736,-0.06267,0.45609,0.00011,1.0,1e-05
22.378,0.13169,-0.02418,-0.06267,0.45627,0.00011,1.0,1e-05
22.429,0.13881,-0.02093,-0.06267,0.45643,0.00011,1.0,1e-05
22.48,0.14593,-0.01774,-0.06267,0.45657,0.00011,1.0,1e-05
22.531,0.15305,-0.01449,-0.06267,0.45668,0.00011,1.0,1e-05
22.582,0.16017,-0.0113,-0.06267,0.45677,0.00011,1.0,1e-05
22.633,0.16729,-0.00805,-0.06267,0.45684,0.00011,1.0,1e-05
22.684,0.17441,-0.00479,-0.06267,0.45689,0.00012,1.0,1e-05
22.735,0.18153,-0.0016,-0.06267,0.45691,0.00012,1.0,1e-05
22.786,0.18866,0.00165,-0.06267,0.45691,0.00012,1.0,1e-05
22.837,0.19578,0.00484,-0.06267,0.45688,0.00012,1.0,1e-05
22.888,0.2029,0.00803,-0.06267,0.45684,0.00012,1.0,1e-05
22.939,0.21002,0.01447,-0.06267,0.45668,0.00012,1.0,1e-05
22.99,0.21714,0.01773,-0.06267,0.45657,0.00012,1.0,1e-05
23.041,0.22426,0.02098,-0.06267,0.45643,0.00012,1.0,1e-05
23.092,0.23138,0.02423,-0.06268,0.45627,0.00012,1.0,1e-05
