timestamp,joint_6,spherical_wrist_2_link.x,spherical_wrist_2_link.y,spherical_wrist_2_link.z,spherical_wrist_2_link.x_hat,spherical_wrist_2_link.y_hat,spherical_wrist_2_link.z_hat
79.4,0.62775,0.10908,-0.0217,0.12519,0.18533,0.98265,0.00746
79.451,0.62644,0.10876,-0.02164,0.12547,0.18533,0.98265,0.00746
79.502,0.62292,0.10817,-0.02154,0.126,0.18533,0.98265,0.00746
79.553,0.6173,0.1074,-0.0214,0.12668,0.18533,0.98265,0.00746
79.604,0.61102,0.10662,-0.02125,0.12736,0.18533,0.98265,0.00746
79.655,0.60479,0.10584,-0.02111,0.12804,0.18533,0.98265,0.00746
79.706,0.59856,0.10505,-0.02097,0.12871,0.18533,0.98265,0.00746
79.757,0.59233,0.10427,-0.02083,0.12936,0.18533,0.98265,0.00746
79.808,0.5861,0.10348,-0.02068,0.13002,0.18533,0.98265,0.00746
79.859,0.57987,0.10268,-0.02054,0.13068,0.18532,0.98265,0.00746
79.91,0.57363,0.10188,-0.02039,0.13133,0.18532,0.98265,0.00746
79.961,0.5674,0.10108,-0.02024,0.13196,0.18532,0.98265,0.00747
80.012,0.56117,0.10027,-0.0201,0.1326,0.18532,0.98265,0.00747
80.063,0.55494,0.09947,-0.01995,0.13322,0.18532,0.98265,0.00747
80.114,0.54871,0.09867,-0.0198,0.13384,0.18532,0.98265,0.00747
80.165,0.54248,0.09785,-0.01965,0.13446,0.18532,0.98265,0.00747
80.216,0.53625,0.09702,-0.0195,0.13508,0.18532,0.98265,0.00747
80.267,0.53002,0.09621,-0.01935,0.13568,0.18532,0.98265,0.00747
80.318,0.52378,0.09538,-0.0192,0.13629,0.18532,0.98265,0.00747
80.369,0.51755,0.09456,-0.01905,0.13688,0.18532,0.98265,0.00747
80.42,0.51132,0.09373,-0.0189,0.13747,0.18532,0.98265,0.00747
80.471,0.50509,0.09289,-0.01874,0.13806,0.18532,0.98265,0.00747
80.522,0.49886,0.09204,-0.01859,0.13865,0.18532,0.98265,0.00747
80.573,0.49263,0.0912,-0.01844,0.13922,0.18532,0.98265,0.00747
80.624,0.4864,0.09035,-0.01828,0.1398,0.18532,0.98265,0.00747
80.675,0.48017,0.08949,-0.01812,0.14037,0.18532,0.98265,0.00747
80.726,0.47394,0.08864,-0.01797,0.14093,0.18532,0.98265,0.00747
80.777,0.4677,0.08778,-0.01781,0.14149,0.18532,0.98265,0.00747
80.828,0.46147,0.08693,-0.01765,0.14203,0.18532,0.98265,0.00747
80.879,0.45524,0.08607,-0.01749,0.14257,0.18531,0.98265,0.00747
80.93,0.44901,0.0852,-0.01733,0.14312,0.18531,0.98265,0.00747
80.981,0.44278,0.08433,-0.01717,0.14365,0.18531,0.98265,0.00747
81.032,0.43655,0.08345,-0.01701,0.14418,0.18531,0.98265,0.00747
81.084,0.43019,0.08258,-0.01685,0.1447,0.18531,0.98265,0.00747
81.135,0.42396,0.0817,-0.01669,0.14522,0.18531,0.98265,0.00747
81.186,0.41773,0.08082,-0.01653,0.14573,0.18531,0.98265,0.00747
81.237,0.4115,0.07994,-0.01637,0.14623,0.18531,0.98265,0.00747
81.288,0.40527,0.07906,-0.0162,0.14672,0.18531,0.98265,0.00747
81.339,0.39904,0.07816,-0.01604,0.14722,0.18531,0.98265,0.00747
81.39,0.39281,0.07726,-0.01587,0.14772,0.18531,0.98265,0.00747
81.441,0.38658,0.07635,-0.0157,0.14821,0.18531,0.98265,0.00747
81.492,0.38035,0.07546,-0.01554,0.14868,0.18531,0.98265,0.00747
81.543,0.37411,0.07457,-0.01537,0.14915,0.18531,0.98265,0.00747
81.594,0.36788,0.07367,-0.01521,0.14961,0.18531,0.98265,0.00747
81.645,0.36165,0.07275,-0.01504,0.15007,0.18531,0.98265,0.00747
81.696,0.35542,0.07185,-0.01487,0.15053,0.18531,0.98265,0.00747
81.747,0.34919,0.07092,-0.0147,0.15098,0.18531,0.98265,0.00747
81.798,0.34296,0.07,-0.01453,0.15143,0.18531,0.98265,0.00747
81.849,0.33673,0.06907,-0.01436,0.15187,0.18531,0.98265,0.00747
81.9,0.3305,0.06815,-0.01419,0.1523,0.1853,0.98265,0.00747
81.951,0.32427,0.06722,-0.01402,0.15273,0.1853,0.98265,0.00747
82.002,0.31804,0.06628,-0.01384,0.15315,0.1853,0.98265,0.00747
82.053,0.3118,0.06534,-0.01367,0.15357,0.1853,0.98265,0.00747
82.104,0.30557,0.06442,-0.0135,0.15398,0.1853,0.98265,0.00747
82.155,0.29934,0.06349,-0.01333,0.15438,0.1853,0.98265,0.00747
82.206,0.29311,0.06255,-0.01315,0.15478,0.1853,0.98265,0.00747
82.257,0.28688,0.0616,-0.01297,0.15517,0.1853,0.98265,0.00747
82.308,0.28065,0.06064,-0.0128,0.15556,0.1853,0.98265,0.00747
82.359,0.27442,0.05971,-0.01262,0.15594,0.1853,0.98265,0.00748
82.41,0.26818,0.05877,-0.01245,0.15631,0.1853,0.98265,0.00748
82.461,0.26195,0.05783,-0.01227,0.15667,0.1853,0.98265,0.00748
82.512,0.25572,0.05687,-0.0121,0.15704,0.1853,0.98265,0.00748
82.563,0.24949,0.05592,-0.01192,0.15739,0.1853,0.98265,0.00748
82.614,0.24325,0.05403,-0.01157,0.15808,0.1853,0.98265,0.00748
82.665,0.23703,0.05306,-0.01139,0.15842,0.1853,0.98265,0.00748
82.716,0.2308,0.05209,-0.01121,0.15875,0.1853,0.98265,0.00748
82.767,0.22457,0.05113,-0.01103,0.15908,0.1853,0.98265,0.00748
82.818,0.21833,0.05018,-0.01085,0.15939,0.1853,0.98265,0.00748
82.869,0.2121,0.0492,-0.01067,0.15971,0.18529,0.98265,0.00748
82.92,0.20587,0.04822,-0.01049,0.16002,0.18529,0.98265,0.00748
82.971,0.19964,0.04724,-0.01031,0.16032,0.18529,0.98265,0.00748
83.022,0.19341,0.04627,-0.01013,0.16062,0.18529,0.98265,0.00748
83.073,0.18718,0.04529,-0.00994,0.16091,0.18529,0.98265,0.00748
83.124,0.18095,0.0443,-0.00976,0.16119,0.18529,0.98266,0.00748
83.175,0.17472,0.04333,-0.00958,0.16147,0.18529,0.98266,0.00748
83.226,0.16848,0.04236,-0.0094,0.16174,0.18529,0.98266,0.00748
83.277,0.16225,0.04137,-0.00921,0.162,0.18529,0.98266,0.00748
83.328,0.15603,0.04047,-0.00904,0.16224,0.18529,0.98266,0.00748
83.379,0.15059,0.03993,-0.00894,0.16238,0.18529,0.98266,0.00748
83.43,0.14738,0.03972,-0.0089,0.16243,0.18529,0.98266,0.00748
83.481,0.14638,0.03972,-0.0089,0.16243,0.18529,0.98266,0.00748
