timestamp,joint_7,bracelet_link.x,bracelet_link.y,bracelet_link.z,bracelet_link.x_hat,bracelet_link.y_hat,bracelet_link.z_hat
0.001,-0.1537,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.052,-0.15358,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.103,-0.15177,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.154,-0.14771,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.205,-0.14176,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.256,-0.1355,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.307,-0.12927,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.358,-0.12304,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.41,-0.11681,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.46,-0.11058,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.511,-0.10434,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.562,-0.09812,-0.01669,0.00061,0.05921,0.27132,-0.00988,-0.96244
0.613,-0.09188,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
0.664,-0.08565,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
0.715,-0.07942,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
0.766,-0.07319,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
0.817,-0.06696,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
0.868,-0.06072,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
0.919,-0.05449,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
0.97,-0.04826,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.021,-0.04203,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.072,-0.0358,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.123,-0.02957,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.174,-0.02334,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.225,-0.01711,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.276,-0.01087,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.327,-0.00464,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.378,0.00159,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.429,0.00782,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.48,0.01405,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.531,0.02028,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.582,0.02651,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.633,0.03274,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.684,0.03897,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.735,0.0452,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.786,0.05143,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.837,0.05767,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.888,0.0639,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.939,0.07013,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
1.99,0.07636,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.041,0.08259,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.092,0.08882,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.143,0.09505,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.194,0.10129,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.245,0.10752,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.296,0.11375,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.347,0.11998,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.398,0.12621,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.449,0.13244,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.5,0.13867,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.551,0.1449,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.602,0.15113,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.653,0.15737,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.704,0.1636,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.755,0.16983,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.806,0.17606,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.857,0.18229,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.908,0.18852,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
2.959,0.19475,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
3.01,0.20098,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
3.061,0.20722,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
3.112,0.21345,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
3.163,0.21968,-0.01669,0.00061,0.05921,0.27132,-0.00987,-0.96244
3.214,0.22591,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.265,0.23214,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.316,0.23838,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.367,0.2446,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.418,0.25083,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.469,0.25706,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.52,0.2633,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.571,0.26953,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.622,0.27577,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.673,0.28199,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.724,0.28822,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.775,0.29445,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.826,0.30068,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.877,0.30692,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.928,0.31315,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
3.979,0.31938,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.03,0.32561,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.081,0.33184,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.132,0.33807,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.183,0.3443,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.234,0.35053,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.285,0.35676,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.336,0.36299,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.387,0.36922,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.438,0.37546,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.489,0.38178,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.54,0.38729,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.591,0.39073,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
4.642,0.39193,-0.01669,0.00061,0.05921,0.27132,-0.00986,-0.96244
