timestamp,joint_5,spherical_wrist_1_link.x,spherical_wrist_1_link.y,spherical_wrist_1_link.z,spherical_wrist_1_link.x_hat,spherical_wrist_1_link.y_hat,spherical_wrist_1_link.z_hat
12.405,-0.25416,0.03794,0.02056,0.25713,0.23349,-0.01658,-0.97222
12.456,-0.25546,0.03791,0.0207,0.25712,0.23349,-0.01658,-0.97222
12.507,-0.25898,0.03785,0.02106,0.2571,0.23349,-0.01658,-0.97222
12.558,-0.2646,0.03776,0.02161,0.25707,0.23349,-0.01658,-0.97222
12.609,-0.27088,0.03765,0.02221,0.25703,0.23349,-0.01658,-0.97222
12.66,-0.27711,0.03755,0.0228,0.257,0.23349,-0.01658,-0.97222
12.711,-0.28334,0.03743,0.0234,0.25696,0.23349,-0.01658,-0.97222
12.762,-0.28957,0.03732,0.02399,0.25692,0.23349,-0.01658,-0.97222
12.813,-0.29581,0.0372,0.02459,0.25688,0.23349,-0.01658,-0.97222
12.864,-0.30204,0.03708,0.02518,0.25684,0.23349,-0.01658,-0.97222
12.915,-0.30827,0.03682,0.02636,0.25676,0.23349,-0.01658,-0.97222
12.966,-0.3145,0.03668,0.02696,0.25672,0.23349,-0.01658,-0.97222
13.017,-0.32073,0.03655,0.02754,0.25668,0.23349,-0.01658,-0.97222
13.068,-0.32696,0.03641,0.02814,0.25663,0.23349,-0.01658,-0.97222
13.119,-0.33319,0.03626,0.02872,0.25659,0.23349,-0.01658,-0.97222
13.17,-0.33942,0.03611,0.02931,0.25654,0.23349,-0.01658,-0.97222
13.221,-0.34566,0.03596,0.0299,0.2565,0.23349,-0.01658,-0.97222
13.272,-0.35188,0.03581,0.03048,0.25645,0.23349,-0.01658,-0.97222
13.323,-0.35812,0.03565,0.03106,0.2564,0.23349,-0.01658,-0.97222
13.374,-0.36435,0.03549,0.03165,0.25635,0.23349,-0.01658,-0.97222
13.425,-0.37058,0.03532,0.03223,0.2563,0.23349,-0.01658,-0.97222
13.476,-0.37681,0.03515,0.03281,0.25625,0.23349,-0.01658,-0.97222
13.527,-0.38304,0.03498,0.03339,0.2562,0.23349,-0.01658,-0.97222
13.578,-0.38927,0.03481,0.03397,0.25615,0.23349,-0.01658,-0.97222
13.629,-0.39551,0.03462,0.03455,0.2561,0.23349,-0.01658,-0.97222
13.68,-0.40174,0.03444,0.03513,0.25604,0.23349,-0.01658,-0.97222
13.731,-0.40797,0.03426,0.0357,0.25599,0.23349,-0.01658,-0.97222
13.782,-0.4142,0.03406,0.03628,0.25593,0.23349,-0.01658,-0.97222
13.833,-0.42043,0.03387,0.03686,0.25588,0.23349,-0.01658,-0.97222
13.884,-0.42666,0.03367,0.03744,0.25582,0.23349,-0.01658,-0.97222
13.935,-0.43289,0.03347,0.038,0.25576,0.23349,-0.01658,-0.97222
13.986,-0.43912,0.03327,0.03857,0.2557,0.23349,-0.01658,-0.97222
14.037,-0.44535,0.03306,0.03914,0.25564,0.23349,-0.01658,-0.97222
14.088,-0.45158,0.03285,0.0397,0.25558,0.23349,-0.01658,-0.97222
14.139,-0.45782,0.03264,0.04027,0.25552,0.23349,-0.01658,-0.97222
14.19,-0.46405,0.03242,0.04082,0.25546,0.23349,-0.01658,-0.97222
14.241,-0.47028,0.0322,0.04139,0.2554,0.23349,-0.01658,-0.97222
