timestamp,joint_1,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat,d_joint_1__dt,d_shoulder_link.x__dt,d_shoulder_link.y__dt,d_shoulder_link.z__dt
41.933,0.32393,-0.66215,0.04102,0.55422,-0.0,1e-05,-1.0,0.13960784313724992,0.0052941176470584755,0.0907843137254868,0.0
41.984,0.33105,-0.66184,0.04564,0.55422,-0.0,1e-05,-1.0,0.13960784313724992,0.006078431372549426,0.0905882352941142,0.0
42.035,0.33818,-0.6615,0.05035,0.55423,-0.0,1e-05,-1.0,0.13980392156864105,0.00666666666666748,0.09235294117647994,0.00019607843137167655
42.086,0.3453,-0.66113,0.05496,0.55423,-0.0,1e-05,-1.0,0.13960784313724992,0.007254901960783675,0.09039215686274173,0.0
42.137,0.35242,-0.66073,0.05958,0.55423,-0.0,1e-05,-1.0,0.13960784313724992,0.0078431372549008,0.0905882352941142,0.0
42.188,0.35954,-0.66029,0.06428,0.55423,-0.0,1e-05,-1.0,0.13960784313724992,0.00862745098039175,0.0921568627450946,0.0
42.239,0.36666,-0.65983,0.06889,0.55423,-0.0,1e-05,-1.0,0.13960784313726826,0.009019607843138483,0.09039215686275433,0.0
42.29,0.37378,-0.65933,0.0735,0.55423,-0.0,1e-05,-1.0,0.13960784313724992,0.009803921568628176,0.09039215686274146,0.0
42.341,0.3809,-0.65879,0.07819,0.55423,-0.0,1e-05,-1.0,0.13960784313724992,0.010588235294116951,0.091960784313722,0.0
42.392,0.38803,-0.65822,0.08288,0.55423,-0.0,1e-05,-1.0,0.13980392156862156,0.011176470588234075,0.091960784313722,0.0
42.443,0.39515,-0.65761,0.08756,0.55423,-0.0,1e-05,-1.0,0.13960784313726937,0.011960784313726693,0.09176470588236232,0.0
42.494,0.40227,-0.65698,0.09215,0.55423,-0.0,1e-05,-1.0,0.13960784313724992,0.0123529411764705,0.08999999999999653,0.0
42.545,0.40939,-0.65631,0.09683,0.55423,-0.0,1e-05,-1.0,0.13960784313724883,0.013137254901961453,0.09176470588234953,0.0
42.596,0.41651,-0.65562,0.10141,0.55423,-0.0,1e-05,-1.0,0.13960784313726937,0.013529411764706635,0.08980392156863658,0.0
42.647,0.42363,-0.65488,0.10607,0.55423,-0.0,1e-05,-1.0,0.13960784313724992,0.01450980392156735,0.09137254901960433,0.0
42.698,0.43075,-0.65412,0.11064,0.55423,-0.0,1e-05,-1.0,0.13960784313724992,0.014901960784312825,0.08960784313725159,0.0
42.749,0.43787,-0.65333,0.11521,0.55423,-0.0,1e-05,-1.0,0.13960784313724883,0.015490196078432127,0.08960784313725159,0.0
42.8,0.44499,-0.6525,0.11985,0.55423,-0.0,1e-05,-1.0,0.13960784313726937,0.016274509803923167,0.0909803921568718,0.0
42.851,0.45211,-0.65164,0.12441,0.55423,-0.0,1e-05,-1.0,0.13960784313724992,0.016862745098038024,0.08941176470587914,0.0
42.902,0.45924,-0.65074,0.12904,0.55423,-0.0,1e-05,-1.0,0.13980392156862156,0.017647058823528978,0.09078431372548638,0.0
42.953,0.46636,-0.6498,0.13367,0.55423,-0.0,1e-05,-1.0,0.13960784313724992,0.01843137254901775,0.0907843137254872,0.0
43.004,0.47348,-0.64884,0.1383,0.55423,-0.0,1e-05,-1.0,0.13960784313726937,0.018823529411768024,0.0907843137254993,0.0
43.055,0.4806,-0.64783,0.14291,0.55424,-0.0,1e-05,-1.0,0.13960784313724992,0.019803921568625826,0.09039215686274173,0.00019607843137164923
43.106,0.48772,-0.6468,0.14752,0.55424,-0.0,1e-05,-1.0,0.13960784313724883,0.020196078431371303,0.09039215686274173,0.0
43.157,0.49484,-0.64575,0.15203,0.55424,-0.0,1e-05,-1.0,0.13960784313726937,0.020588235294119645,0.0884313725490283,0.0
43.208,0.50198,-0.64466,0.15663,0.55424,-0.0,1e-05,-1.0,0.1399999999999943,0.021372549019607726,0.090196078431369,0.0
43.259,0.50908,-0.64355,0.16112,0.55424,-0.0,1e-05,-1.0,0.13921568627450442,0.021764705882353203,0.0880392156862716,0.0
43.31,0.5162,-0.64241,0.16561,0.55424,-0.0,1e-05,-1.0,0.13960784313724992,0.02235294117646815,0.08803921568627106,0.0
43.361,0.52332,-0.64123,0.17009,0.55424,-0.0,1e-05,-1.0,0.13960784313726937,0.023137254901964503,0.08784313725491055,0.0
43.412,0.53045,-0.64001,0.17466,0.55424,-0.0,1e-05,-1.0,0.13980392156862156,0.02392156862745005,0.08960784313725187,0.0
43.463,0.53757,-0.63877,0.17912,0.55424,-0.0,1e-05,-1.0,0.13960784313724992,0.024313725490195528,0.08745098039215339,0.0
43.514,0.54469,-0.63748,0.18366,0.55424,-0.0,1e-05,-1.0,0.13960784313724992,0.02529411764705595,0.08901960784313366,0.0
43.565,0.55181,-0.63618,0.18811,0.55424,-0.0,1e-05,-1.0,0.13960784313726937,0.025490196078435504,0.08725490196079334,0.0
43.616,0.55893,-0.63482,0.19263,0.55424,-0.0,1e-05,-1.0,0.13960784313724992,0.026666666666664025,0.08862745098038873,0.0
43.667,0.56606,-0.63346,0.19706,0.55424,-0.0,1e-05,-1.0,0.13980392156862156,0.026666666666666203,0.08686274509803626,0.0
43.718,0.57317,-0.63207,0.20148,0.55424,-0.0,1e-05,-1.0,0.13941176470587607,0.027254901960783326,0.08666666666666298,0.0
43.769,0.5803,-0.63062,0.20597,0.55424,-0.0,1e-05,-1.0,0.1398039215686432,0.028431372549023715,0.08803921568628333,0.0
43.82,0.58742,-0.62917,0.21037,0.55424,-0.0,1e-05,-1.0,0.13960784313724992,0.028431372549017574,0.0862745098039186,0.0
43.871,0.59454,-0.62765,0.21485,0.55424,-0.0,1e-05,-1.0,0.13960784313724772,0.02980392156862565,0.08784313725489887,0.0
43.922,0.60166,-0.62614,0.21922,0.55424,-0.0,1e-05,-1.0,0.13960784313726937,0.029607843137258127,0.08568627450981232,0.0
43.973,0.60878,-0.62459,0.22359,0.55424,-0.0,1e-05,-1.0,0.13960784313724992,0.030392156862744952,0.08568627450980093,0.0
44.024,0.6159,-0.62302,0.22794,0.55424,-0.0,1e-05,-1.0,0.13960784313724992,0.03078431372548825,0.08529411764705545,0.0
44.075,0.62302,-0.62141,0.23229,0.55425,-0.0,1e-05,-1.0,0.13960784313724992,0.0315686274509792,0.08529411764705545,0.00019607843137382615
44.126,0.63014,-0.61974,0.2367,0.55425,-0.0,1e-05,-1.0,0.13960784313726937,0.03274509803922019,0.08647058823530283,0.0
44.177,0.63726,-0.61807,0.24103,0.55425,-0.0,1e-05,-1.0,0.13960784313724992,0.03274509803921345,0.08490196078431052,0.0
44.228,0.64438,-0.61637,0.24534,0.55425,-0.0,1e-05,-1.0,0.13960784313724772,0.03333333333333275,0.08450980392156558,0.0
44.279,0.65151,-0.61465,0.24963,0.55425,-0.0,1e-05,-1.0,0.13980392156862373,0.03372549019607605,0.0841176470588201,0.0
44.33,0.65863,-0.61285,0.254,0.55425,-0.0,1e-05,-1.0,0.13960784313726937,0.03529411764706287,0.08568627450981287,0.0
44.381,0.66575,-0.61103,0.25836,0.55425,-0.0,1e-05,-1.0,0.13960784313724772,0.035686274509803426,0.08549019607842764,0.0
44.432,0.67287,-0.60921,0.26262,0.55425,-0.0,1e-05,-1.0,0.13960784313724992,0.035686274509801254,0.08352941176470353,0.0
44.483,0.67999,-0.60732,0.26695,0.55425,-0.0,1e-05,-1.0,0.13960784313726937,0.03705882352941667,0.08490196078432234,0.0
44.534,0.68711,-0.60541,0.27127,0.55425,-0.0,1e-05,-1.0,0.13960784313724992,0.0374509803921548,0.08470588235293779,0.0
44.585,0.69423,-0.6035,0.27549,0.55425,-0.0,1e-05,-1.0,0.13960784313724992,0.0374509803921548,0.08274509803921258,0.0
44.636,0.70135,-0.60152,0.27978,0.55425,-0.0,1e-05,-1.0,0.13960784313724992,0.038823529411762876,0.08411764705881956,0.0
44.687,0.70847,-0.59752,0.28823,0.55425,-0.0,1e-05,-1.0,0.13960784313726937,0.07843137254902763,0.16568627450982099,0.0
44.738,0.7156,-0.59545,0.29248,0.55425,-0.0,1e-05,-1.0,0.13980392156862156,0.040588235294116426,0.08333333333333079,0.0
44.789,0.72272,-0.59339,0.29663,0.55425,-0.0,1e-05,-1.0,0.13960784313724992,0.04039215686274478,0.0813725490196045,0.0
44.84,0.72984,-0.59127,0.30085,0.55425,-0.0,1e-05,-1.0,0.13960784313724992,0.04156862745097903,0.08274509803921258,0.0
44.891,0.73696,-0.58911,0.30505,0.55425,-0.0,1e-05,-1.0,0.13960784313726718,0.0423529411764737,0.08235294117647858,0.0
44.942,0.74408,-0.58696,0.30916,0.55425,-0.0,1e-05,-1.0,0.13960784313724992,0.042156862745096155,0.08058823529411464,0.0
44.993,0.7512,-0.58479,0.31325,0.55425,-0.0,1e-05,-1.0,0.13960784313724992,0.042549019607841625,0.08019607843136917,0.0
45.044,0.75832,-0.58254,0.3174,0.55426,-0.0,1e-05,-1.0,0.13960784313726937,0.04411764705882967,0.08137254901961694,0.00019607843137167655
45.095,0.76544,-0.58031,0.32146,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.04372549019607588,0.07960784313725204,0.0
45.146,0.77256,-0.57806,0.3255,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.04411764705882135,0.07921568627450656,0.0
45.197,0.77968,-0.57572,0.32961,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.0458823529411749,0.08058823529411464,0.0
45.248,0.7868,-0.57341,0.33362,0.55426,-0.0,1e-05,-1.0,0.13960784313726937,0.04529411764706409,0.0786274509804004,0.0
45.299,0.79393,-0.57102,0.3377,0.55426,-0.0,1e-05,-1.0,0.13980392156862156,0.046862745098037506,0.07999999999999644,0.0
45.35,0.80105,-0.56865,0.34168,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.04647058823529203,0.07803921568627123,0.0
45.401,0.80817,-0.5662,0.34571,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.04803921568627175,0.07901960784313491,0.0
45.452,0.81529,-0.56377,0.34966,0.55426,-0.0,1e-05,-1.0,0.13960784313726718,0.04764705882353509,0.0774509803921649,0.0
45.503,0.82241,-0.56127,0.35366,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.049019607843134354,0.07843137254901561,0.0
45.554,0.82953,-0.55878,0.35757,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.048823529411762705,0.07666666666666425,0.0
45.605,0.83666,-0.55622,0.36154,0.55426,-0.0,1e-05,-1.0,0.13980392156864105,0.05019607843137777,0.07784313725490934,0.0
45.656,0.84378,-0.55364,0.36549,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.050588235294116254,0.0774509803921541,0.0
45.707,0.8509,-0.55107,0.36935,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.050392156862744605,0.07568627450980164,0.0
45.758,0.85802,-0.54843,0.37326,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.051764705882350506,0.07666666666666315,0.0
45.809,0.86514,-0.54581,0.37709,0.55426,-0.0,1e-05,-1.0,0.13960784313726937,0.05137254901961218,0.0750980392156939,0.0
45.86,0.87226,-0.54311,0.38096,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.05294117647058693,0.07588235294117437,0.0
45.911,0.87938,-0.54038,0.38482,0.55426,-0.0,1e-05,-1.0,0.13960784313724992,0.053529411764704056,0.07568627450980056,0.0
45.962,0.8865,-0.53768,0.38858,0.55426,-0.0,1e-05,-1.0,0.13960784313724772,0.05294117647058475,0.07372549019607536,0.0
46.013,0.89362,-0.5349,0.3924,0.55426,-0.0,1e-05,-1.0,0.13960784313726937,0.05450980392157425,0.07490196078432222,0.0
46.064,0.90074,-0.53215,0.39612,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.053921568627449526,0.0729411764705855,0.00019607843137382615
46.115,0.90786,-0.52931,0.3999,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.05568627450980308,0.07411764705881974,0.0
46.166,0.91498,-0.52645,0.40366,0.55427,-0.0,1e-05,-1.0,0.13960784313726937,0.056078431372554194,0.07372549019608672,0.0
46.217,0.92211,-0.52356,0.4074,0.55427,-0.0,1e-05,-1.0,0.13980392156862156,0.0566666666666635,0.07333333333332988,0.0
46.268,0.92923,-0.52071,0.41105,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.05588235294117473,0.0715686274509785,0.0
46.319,0.93635,-0.51777,0.41474,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.05764705882352828,0.07235294117646728,0.0
46.37,0.94347,-0.5148,0.41842,0.55427,-0.0,1e-05,-1.0,0.13960784313726937,0.05823529411765134,0.07215686274510569,0.0
46.421,0.95059,-0.51187,0.422,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.05745098039215445,0.07019607843136934,0.0
46.472,0.95771,-0.50885,0.42564,0.55427,-0.0,1e-05,-1.0,0.13960784313724772,0.059215686274508,0.07137254901960577,0.0
46.523,0.96483,-0.50586,0.42918,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.05862745098039088,0.06941176470587948,0.0
46.574,0.97196,-0.5028,0.43277,0.55427,-0.0,1e-05,-1.0,0.1398039215686432,0.06000000000000514,0.07039215686275188,0.0
46.625,0.97908,-0.4997,0.43634,0.55427,-0.0,1e-05,-1.0,0.13960784313724772,0.060784313725488814,0.06999999999999769,0.0
46.676,0.9862,-0.49664,0.43982,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.05999999999999678,0.06823529411764415,0.0
46.727,0.99332,-0.49356,0.44327,0.55427,-0.0,1e-05,-1.0,0.13960784313726937,0.060392156862751754,0.06764705882353644,0.0
46.778,1.00044,-0.49039,0.44678,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.062156862745095805,0.06882352941176235,0.0
46.829,1.00756,-0.48726,0.45019,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.06137254901960485,0.06686274509803607,0.0
46.88,1.01468,-0.48404,0.45365,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.0631372549019584,0.06784313725489975,0.0
46.931,1.0218,-0.4808,0.45708,0.55427,-0.0,1e-05,-1.0,0.13960784313726937,0.06352941176471273,0.06725490196079091,0.0
46.982,1.02892,-0.4776,0.46043,0.55427,-0.0,1e-05,-1.0,0.13960784313724992,0.06274509803921292,0.06568627450980181,0.0
47.033,1.03605,-0.47437,0.46375,0.55427,-0.0,1e-05,-1.0,0.13980392156861937,0.06333333333333115,0.0650980392156836,0.0
47.084,1.04317,-0.47106,0.46712,0.55428,-0.0,1e-05,-1.0,0.13960784313724992,0.06490196078431196,0.06607843137254621,0.00019607843137164923
47.135,1.05029,-0.46776,0.47041,0.55428,-0.0,1e-05,-1.0,0.13960784313726937,0.06470588235294715,0.06450980392157547,0.0
47.186,1.05748,-0.46455,0.47358,0.55428,-0.0,1e-05,-1.0,0.14098039215685798,0.06294117647058567,0.062156862745095805,0.0
47.237,1.06374,-0.4621,0.47597,0.55428,-0.0,1e-05,-1.0,0.1227450980392097,0.04803921568627284,0.046862745098037506,0.0
47.288,1.06788,-0.46071,0.47732,0.55428,-0.0,1e-05,-1.0,0.08117647058824416,0.027254901960787125,0.026470588235297153,0.0
47.339,1.06977,-0.46034,0.47768,0.55428,-0.0,1e-05,-1.0,0.03705882352941368,0.007254901960783675,0.0070588235294109375,0.0
47.39,1.0699,-0.46034,0.47768,0.55428,-0.0,1e-05,-1.0,0.0025490196078423247,0.0,0.0,0.0
