timestamp,joint_6,spherical_wrist_2_link.x,spherical_wrist_2_link.y,spherical_wrist_2_link.z,spherical_wrist_2_link.x_hat,spherical_wrist_2_link.y_hat,spherical_wrist_2_link.z_hat
84.663,-0.62964,-0.0099,0.04058,0.16216,-0.03599,0.96868,-0.2457
84.714,-0.62833,-0.00972,0.04059,0.16217,-0.03599,0.96868,-0.2457
84.765,-0.62481,-0.00917,0.04062,0.1622,-0.03599,0.96868,-0.2457
84.816,-0.61919,-0.00826,0.04066,0.16223,-0.03599,0.96868,-0.2457
84.867,-0.61291,-0.00721,0.04071,0.16227,-0.03599,0.96868,-0.2457
84.918,-0.60668,-0.00617,0.04076,0.1623,-0.03599,0.96868,-0.2457
84.969,-0.60045,-0.00513,0.0408,0.16233,-0.03599,0.96868,-0.2457
85.02,-0.59421,-0.0041,0.04084,0.16235,-0.03599,0.96868,-0.2457
85.071,-0.58798,-0.00306,0.04089,0.16236,-0.03599,0.96868,-0.2457
85.122,-0.58175,-0.00202,0.04093,0.16236,-0.03599,0.96868,-0.2457
85.173,-0.57552,-0.001,0.04096,0.16236,-0.03599,0.96868,-0.2457
85.224,-0.56929,5e-05,0.041,0.16236,-0.03599,0.96868,-0.2457
85.275,-0.56306,0.00109,0.04104,0.16235,-0.03599,0.96868,-0.2457
85.326,-0.55683,0.00213,0.04107,0.16233,-0.03599,0.96868,-0.24569
85.377,-0.5506,0.00317,0.0411,0.1623,-0.03599,0.96868,-0.24569
85.428,-0.54437,0.00422,0.04113,0.16227,-0.03599,0.96868,-0.24569
85.479,-0.53814,0.00526,0.04116,0.16223,-0.03599,0.96868,-0.24569
85.53,-0.5319,0.00628,0.04119,0.16219,-0.03599,0.96868,-0.24569
85.581,-0.52567,0.00732,0.04122,0.16214,-0.03599,0.96868,-0.24569
85.632,-0.51944,0.00834,0.04124,0.16208,-0.03599,0.96868,-0.24569
85.683,-0.51321,0.00939,0.04126,0.16202,-0.03599,0.96868,-0.24569
