timestamp,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat,half_arm_1_link.x,half_arm_1_link.y,half_arm_1_link.z,half_arm_1_link.x_hat,half_arm_1_link.y_hat,half_arm_1_link.z_hat,half_arm_2_link.x,half_arm_2_link.y,half_arm_2_link.z,half_arm_2_link.x_hat,half_arm_2_link.y_hat,half_arm_2_link.z_hat,forearm_link.x,forearm_link.y,forearm_link.z,forearm_link.x_hat,forearm_link.y_hat,forearm_link.z_hat,spherical_wrist_1_link.x,spherical_wrist_1_link.y,spherical_wrist_1_link.z,spherical_wrist_1_link.x_hat,spherical_wrist_1_link.y_hat,spherical_wrist_1_link.z_hat,spherical_wrist_2_link.x,spherical_wrist_2_link.y,spherical_wrist_2_link.z,spherical_wrist_2_link.x_hat,spherical_wrist_2_link.y_hat,spherical_wrist_2_link.z_hat,bracelet_link.x,bracelet_link.y,bracelet_link.z,bracelet_link.x_hat,bracelet_link.y_hat,bracelet_link.z_hat
0.00100,0.32023,0.34669,0.02377,-0.24781,-0.15712,0.14647,-0.03548,0.19745,-0.08528,0.99946,-0.00000,0.00001,-1.00000,0.19914,-0.08017,0.87108,0.31478,0.94916,0.00001,0.13330,-0.05162,0.67322,-0.32252,0.10697,-0.94050,0.06759,-0.02311,0.47530,0.33591,0.94186,-0.00807,0.04980,-0.01177,0.26784,-0.09560,0.02557,-0.99509,0.03971,-0.00889,0.16244,0.18515,0.98268,0.00747,0.01460,-0.00320,0.05968,-0.23732,0.05208,-0.97003
0.05200,0.32023,0.34669,0.02377,-0.24781,-0.15712,0.14647,-0.03579,0.19745,-0.08528,0.99946,-0.00000,0.00001,-1.00000,0.19914,-0.08017,0.87108,0.31478,0.94916,0.00001,0.13330,-0.05162,0.67322,-0.32252,0.10697,-0.94050,0.06759,-0.02311,0.47530,0.33591,0.94186,-0.00807,0.04980,-0.01177,0.26784,-0.09560,0.02557,-0.99509,0.03971,-0.00889,0.16244,0.18515,0.98268,0.00747,0.01460,-0.00320,0.05968,-0.23732,0.05208,-0.97003
0.10300,0.32023,0.34669,0.02377,-0.24781,-0.15712,0.14647,-0.03803,0.19745,-0.08528,0.99946,-0.00000,0.00001,-1.00000,0.19914,-0.08017,0.87108,0.31478,0.94916,0.00001,0.13330,-0.05162,0.67322,-0.32252,0.10697,-0.94050,0.06759,-0.02311,0.47530,0.33591,0.94186,-0.00807,0.04980,-0.01177,0.26784,-0.09560,0.02557,-0.99509,0.03971,-0.00889,0.16244,0.18515,0.98268,0.00747,0.01460,-0.00320,0.05968,-0.23732,0.05208,-0.97003
0.15400,0.32023,0.34669,0.02377,-0.24781,-0.15712,0.14647,-0.04253,0.19745,-0.08528,0.99946,-0.00000,0.00001,-1.00000,0.19914,-0.08017,0.87108,0.31478,0.94916,0.00001,0.13330,-0.05162,0.67322,-0.32252,0.10697,-0.94050,0.06759,-0.02311,0.47530,0.33591,0.94186,-0.00807,0.04980,-0.01177,0.26784,-0.09560,0.02557,-0.99509,0.03971,-0.00889,0.16244,0.18515,0.98268,0.00747,0.01460,-0.00320,0.05968,-0.23732,0.05208,-0.97003
0.20500,0.32023,0.34669,0.02377,-0.24781,-0.15712,0.14647,-0.04866,0.19745,-0.08528,0.99946,-0.00000,0.00001,-1.00000,0.19914,-0.08017,0.87108,0.31478,0.94916,0.00001,0.13330,-0.05162,0.67322,-0.32252,0.10697,-0.94050,0.06759,-0.02311,0.47530,0.33591,0.94186,-0.00807,0.04980,-0.01177,0.26784,-0.09560,0.02557,-0.99509,0.03971,-0.00889,0.16244,0.18515,0.98268,0.00747,0.01460,-0.00320,0.05968,-0.23732,0.05208,-0.97003
0.25600,0.32022,0.34669,0.02377,-0.24781,-0.15712,0.14647,-0.05491,0.19745,-0.08528,0.99946,-0.00000,0.00001,-1.00000,0.19914,-0.08017,0.87108,0.31478,0.94916,0.00001,0.13330,-0.05162,0.67322,-0.32252,0.10697,-0.94050,0.06759,-0.02311,0.47530,0.33591,0.94186,-0.00807,0.04980,-0.01177,0.26784,-0.09560,0.02557,-0.99509,0.03971,-0.00889,0.16244,0.18515,0.98268,0.00747,0.01460,-0.00320,0.05968,-0.23732,0.05208,-0.97003
0.30700,0.32022,0.34669,0.02377,-0.24781,-0.15712,0.14647,-0.06113,0.19745,-0.08528,0.99946,-0.00000,0.00001,-1.00000,0.19914,-0.08017,0.87108,0.31478,0.94916,0.00001,0.13330,-0.05162,0.67322,-0.32252,0.10697,-0.94050,0.06759,-0.02311,0.47530,0.33591,0.94186,-0.00807,0.04980,-0.01177,0.26784,-0.09560,0.02557,-0.99509,0.03971,-0.00889,0.16244,0.18515,0.98268,0.00747,0.01460,-0.00320,0.05968,-0.23732,0.05208,-0.97003
0.35800,0.32022,0.34669,0.02377,-0.24781,-0.15711,0.14647,-0.06736,0.19745,-0.08528,0.99946,-0.00000,0.00001,-1.00000,0.19914,-0.08017,0.87108,0.31478,0.94917,0.00001,0.13330,-0.05162,0.67322,-0.32252,0.10697,-0.94050,0.06759,-0.02311,0.47530,0.33591,0.94186,-0.00807,0.04980,-0.01177,0.26784,-0.09560,0.02557,-0.99509,0.03971,-0.00889,0.16244,0.18515,0.98268,0.00747,0.01460,-0.00320,0.05968,-0.23732,0.05208,-0.97003
0.40900,0.32022,0.34670,0.02377,-0.24781,-0.15711,0.14647,-0.07360,0.19745,-0.08527,0.99946,-0.00000,0.00001,-1.00000,0.19914,-0.08017,0.87108,0.31478,0.94917,0.00001,0.13330,-0.05162,0.67322,-0.32252,0.10697,-0.94050,0.06759,-0.02311,0.47530,0.33591,0.94186,-0.00807,0.04980,-0.01177,0.26784,-0.09560,0.02557,-0.99509,0.03971,-0.00889,0.16244,0.18515,0.98268,0.00747,0.01460,-0.00320,0.05968,-0.23732,0.05208,-0.97003
0.46000,0.32022,0.34670,0.02377,-0.24781,-0.15711,0.14647,-0.07982,0.19745,-0.08527,0.99946,-0.00000,0.00001,-1.00000,0.19914,-0.08017,0.87108,0.31478,0.94917,0.00001,0.13330,-0.05162,0.67322,-0.32252,0.10697,-0.94050,0.06759,-0.02311,0.47530,0.33590,0.94186,-0.00806,0.04980,-0.01177,0.26784,-0.09560,0.02557,-0.99509,0.03971,-0.00889,0.16244,0.18515,0.98268,0.00747,0.01460,-0.00320,0.05968,-0.23732,0.05208,-0.97003
