timestamp,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat,half_arm_1_link.x,half_arm_1_link.y,half_arm_1_link.z,half_arm_1_link.x_hat,half_arm_1_link.y_hat,half_arm_1_link.z_hat,half_arm_2_link.x,half_arm_2_link.y,half_arm_2_link.z,half_arm_2_link.x_hat,half_arm_2_link.y_hat,half_arm_2_link.z_hat,forearm_link.x,forearm_link.y,forearm_link.z,forearm_link.x_hat,forearm_link.y_hat,forearm_link.z_hat,spherical_wrist_1_link.x,spherical_wrist_1_link.y,spherical_wrist_1_link.z,spherical_wrist_1_link.x_hat,spherical_wrist_1_link.y_hat,spherical_wrist_1_link.z_hat,spherical_wrist_2_link.x,spherical_wrist_2_link.y,spherical_wrist_2_link.z,spherical_wrist_2_link.x_hat,spherical_wrist_2_link.y_hat,spherical_wrist_2_link.z_hat,bracelet_link.x,bracelet_link.y,bracelet_link.z,bracelet_link.x_hat,bracelet_link.y_hat,bracelet_link.z_hat
0.00100,0.76944,-0.16603,-0.18257,0.27843,0.16299,-0.24318,-0.13196,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04184,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01678,0.27095,-0.11205,0.03907,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12642,-0.98983
0.05200,0.76944,-0.16603,-0.18257,0.27843,0.16299,-0.24318,-0.13163,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04184,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01678,0.27095,-0.11205,0.03907,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12642,-0.98983
0.10300,0.76944,-0.16603,-0.18257,0.27843,0.16299,-0.24318,-0.12934,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04184,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03907,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12642,-0.98983
0.15400,0.76944,-0.16603,-0.18257,0.27843,0.16299,-0.24318,-0.12480,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04184,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03907,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12642,-0.98983
0.20600,0.76944,-0.16603,-0.18257,0.27843,0.16299,-0.24318,-0.11865,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04184,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12642,-0.98983
0.25600,0.76944,-0.16603,-0.18257,0.27843,0.16299,-0.24318,-0.11241,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04184,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.30700,0.76944,-0.16603,-0.18257,0.27843,0.16299,-0.24318,-0.10618,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04184,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.35800,0.76944,-0.16603,-0.18257,0.27843,0.16299,-0.24318,-0.09994,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04184,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.40900,0.76944,-0.16603,-0.18257,0.27843,0.16299,-0.24318,-0.09372,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.46000,0.76944,-0.16603,-0.18257,0.27843,0.16298,-0.24318,-0.08749,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.51100,0.76944,-0.16603,-0.18257,0.27843,0.16298,-0.24317,-0.08125,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72987,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.56200,0.76944,-0.16603,-0.18257,0.27843,0.16298,-0.24317,-0.07502,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69574,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11498,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.61300,0.76944,-0.16603,-0.18257,0.27843,0.16298,-0.24317,-0.06879,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.66400,0.76944,-0.16603,-0.18257,0.27843,0.16298,-0.24317,-0.06256,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.71500,0.76944,-0.16603,-0.18257,0.27842,0.16298,-0.24317,-0.05633,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68188,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.76600,0.76944,-0.16603,-0.18257,0.27842,0.16298,-0.24317,-0.05010,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99293,-0.01105,0.02104,0.16576,0.68187,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.81700,0.76944,-0.16603,-0.18257,0.27842,0.16298,-0.24317,-0.04386,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11205,0.03906,-0.99294,-0.01105,0.02104,0.16576,0.68187,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.86900,0.76944,-0.16603,-0.18257,0.27842,0.16298,-0.24317,-0.03763,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11204,0.03906,-0.99294,-0.01105,0.02104,0.16576,0.68187,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.92000,0.76944,-0.16603,-0.18257,0.27842,0.16298,-0.24317,-0.03140,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11204,0.03906,-0.99294,-0.01105,0.02104,0.16576,0.68187,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
0.97100,0.76944,-0.16603,-0.18257,0.27842,0.16298,-0.24317,-0.02517,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11204,0.03906,-0.99294,-0.01105,0.02104,0.16576,0.68187,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
1.02200,0.76944,-0.16603,-0.18257,0.27842,0.16298,-0.24317,-0.01894,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02223,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11204,0.03906,-0.99294,-0.01105,0.02104,0.16576,0.68187,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
1.07300,0.76944,-0.16603,-0.18257,0.27842,0.16298,-0.24317,-0.01271,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02222,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11204,0.03906,-0.99294,-0.01105,0.02104,0.16576,0.68187,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
1.12400,0.76944,-0.16602,-0.18257,0.27842,0.16298,-0.24317,-0.00648,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02222,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11204,0.03906,-0.99294,-0.01105,0.02104,0.16576,0.68187,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
1.17500,0.76944,-0.16602,-0.18257,0.27842,0.16298,-0.24317,-0.00024,-0.04116,0.03797,1.02164,-0.00000,0.00001,-1.00000,-0.03742,0.04183,0.89326,0.69573,0.71830,0.00001,-0.00801,0.02222,0.68578,0.11871,-0.11497,-0.98625,0.02051,0.00333,0.47810,0.55555,0.83094,-0.03000,0.00070,0.01677,0.27095,-0.11204,0.03906,-0.99294,-0.01105,0.02104,0.16576,0.68187,0.72988,-0.04823,-0.00402,0.00778,0.06090,0.06530,-0.12641,-0.98983
