timestamp,joint_2,half_arm_1_link.x,half_arm_1_link.y,half_arm_1_link.z,half_arm_1_link.x_hat,half_arm_1_link.y_hat,half_arm_1_link.z_hat
33.463,-9e-05,-0.23078,-0.16894,0.73336,0.00011,1.0,1e-05
33.514,-0.00139,-0.23219,-0.16894,0.73291,0.00011,1.0,1e-05
33.565,-0.00491,-0.23519,-0.16894,0.73196,0.00011,1.0,1e-05
33.616,-0.01074,-0.23973,-0.16894,0.73048,0.00011,1.0,1e-05
33.667,-0.01779,-0.24492,-0.16894,0.72876,0.00011,1.0,1e-05
33.718,-0.02491,-0.2501,-0.16894,0.727,0.0001,1.0,1e-05
33.769,-0.03203,-0.25517,-0.16894,0.72523,0.0001,1.0,1e-05
33.82,-0.03915,-0.26023,-0.16894,0.72343,0.0001,1.0,1e-05
33.871,-0.04627,-0.26537,-0.16894,0.72156,0.0001,1.0,1e-05
33.922,-0.05339,-0.2704,-0.16894,0.71969,0.0001,1.0,1e-05
33.973,-0.06051,-0.27552,-0.16894,0.71775,0.0001,1.0,1e-05
34.024,-0.06763,-0.28062,-0.16894,0.71577,0.0001,1.0,1e-05
34.075,-0.07476,-0.28571,-0.16894,0.71375,0.0001,1.0,1e-05
34.126,-0.08188,-0.29069,-0.16894,0.71174,0.0001,1.0,1e-05
34.177,-0.089,-0.29575,-0.16894,0.70965,0.0001,1.0,1e-05
34.228,-0.09612,-0.3007,-0.16894,0.70757,0.0001,1.0,1e-05
34.279,-0.10324,-0.30573,-0.16894,0.70541,9e-05,1.0,1e-05
34.33,-0.11036,-0.31065,-0.16894,0.70326,9e-05,1.0,1e-05
34.381,-0.11748,-0.31564,-0.16894,0.70103,9e-05,1.0,1e-05
34.432,-0.1246,-0.32063,-0.16894,0.69877,9e-05,1.0,1e-05
34.483,-0.13173,-0.3255,-0.16894,0.69651,9e-05,1.0,1e-05
34.534,-0.13885,-0.33035,-0.16894,0.69422,9e-05,1.0,1e-05
34.585,-0.14597,-0.33529,-0.16894,0.69185,9e-05,1.0,1e-05
34.636,-0.15309,-0.34011,-0.16894,0.68949,9e-05,1.0,1e-05
34.687,-0.16021,-0.34491,-0.16894,0.6871,9e-05,1.0,1e-05
34.738,-0.16733,-0.3498,-0.16894,0.68463,9e-05,1.0,1e-05
34.789,-0.17445,-0.35457,-0.16894,0.68217,8e-05,1.0,1e-05
34.84,-0.18157,-0.35932,-0.16894,0.67968,8e-05,1.0,1e-05
