timestamp,joint_2,half_arm_1_link.x,half_arm_1_link.y,half_arm_1_link.z,half_arm_1_link.x_hat,half_arm_1_link.y_hat,half_arm_1_link.z_hat
51.802,-0.67906,-0.5774,0.3237,0.42599,0.69551,0.71851,1e-05
51.853,-0.67775,-0.5769,0.32322,0.42704,0.69551,0.71851,1e-05
51.904,-0.67423,-0.57573,0.32209,0.42945,0.69551,0.71851,1e-05
51.955,-0.66841,-0.57384,0.32026,0.43334,0.69551,0.71851,1e-05
52.006,-0.66135,-0.57162,0.31811,0.43783,0.69551,0.71851,1e-05
52.057,-0.65424,-0.56942,0.31598,0.44223,0.69551,0.71851,1e-05
52.108,-0.64711,-0.56719,0.31382,0.44661,0.69552,0.71851,1e-05
52.159,-0.63999,-0.56489,0.3116,0.45105,0.69552,0.71851,1e-05
52.21,-0.63287,-0.56257,0.30935,0.45547,0.69552,0.71851,1e-05
52.261,-0.62575,-0.56027,0.30713,0.45979,0.69552,0.71851,1e-05
52.312,-0.61863,-0.55791,0.30485,0.46416,0.69552,0.71851,1e-05
52.363,-0.61151,-0.55557,0.30258,0.46843,0.69552,0.71851,1e-05
52.414,-0.60439,-0.55316,0.30025,0.47276,0.69552,0.71851,1e-05
52.465,-0.59727,-0.55073,0.2979,0.47707,0.69552,0.71851,1e-05
52.516,-0.59014,-0.54828,0.29553,0.48135,0.69552,0.71851,1e-05
52.567,-0.58302,-0.5458,0.29313,0.48561,0.69552,0.71851,1e-05
52.618,-0.5759,-0.54336,0.29077,0.48976,0.69552,0.7185,1e-05
52.669,-0.56878,-0.54089,0.28838,0.49388,0.69552,0.7185,1e-05
52.72,-0.56166,-0.53835,0.28592,0.49807,0.69552,0.7185,1e-05
52.771,-0.55454,-0.53331,0.28105,0.5062,0.69552,0.7185,1e-05
52.822,-0.54742,-0.53076,0.27858,0.51022,0.69553,0.7185,1e-05
52.873,-0.5403,-0.52819,0.2761,0.51423,0.69553,0.7185,1e-05
52.924,-0.53318,-0.52555,0.27354,0.51828,0.69553,0.7185,1e-05
52.975,-0.52605,-0.52289,0.27096,0.52231,0.69553,0.7185,1e-05
53.026,-0.51893,-0.52026,0.26842,0.52624,0.69553,0.7185,1e-05
53.077,-0.51181,-0.51756,0.2658,0.53022,0.69553,0.7185,1e-05
53.128,-0.50469,-0.51489,0.26322,0.53409,0.69553,0.7185,1e-05
53.179,-0.49757,-0.51214,0.26056,0.53802,0.69553,0.7185,1e-05
53.23,-0.49045,-0.50944,0.25794,0.54184,0.69553,0.7185,1e-05
