timestamp,joint_3,half_arm_2_link.x,half_arm_2_link.y,half_arm_2_link.z,half_arm_2_link.x_hat,half_arm_2_link.y_hat,half_arm_2_link.z_hat
27.003,-0.00022,0.4276,-0.06714,0.40504,0.00012,1e-05,-1.0
27.054,-0.00152,0.42781,-0.06579,0.40504,0.00012,1e-05,-1.0
27.106,-0.00504,0.42816,-0.06349,0.40504,0.00012,1e-05,-1.0
27.156,-0.01087,0.42858,-0.06057,0.40504,0.00011,1e-05,-1.0
27.207,-0.01792,0.429,-0.05751,0.40504,0.00011,1e-05,-1.0
27.258,-0.02504,0.4294,-0.05446,0.40504,0.00011,1e-05,-1.0
27.309,-0.03216,0.42978,-0.0514,0.40504,0.00011,1e-05,-1.0
27.36,-0.03928,0.43013,-0.04834,0.40504,0.00011,1e-05,-1.0
27.411,-0.0464,0.43046,-0.04533,0.40504,0.00011,1e-05,-1.0
27.462,-0.05352,0.43077,-0.04227,0.40504,0.00011,1e-05,-1.0
27.513,-0.06064,0.43106,-0.03926,0.40504,0.00011,1e-05,-1.0
27.564,-0.06777,0.43132,-0.03619,0.40504,0.0001,1e-05,-1.0
27.615,-0.07489,0.43157,-0.03318,0.40504,0.0001,1e-05,-1.0
27.666,-0.08201,0.43179,-0.0301,0.40504,0.0001,1e-05,-1.0
27.718,-0.08913,0.432,-0.02703,0.40504,0.0001,1e-05,-1.0
27.768,-0.09625,0.43217,-0.02401,0.40504,0.0001,1e-05,-1.0
27.819,-0.10337,0.43233,-0.02099,0.40504,0.0001,1e-05,-1.0
27.87,-0.11049,0.43247,-0.01792,0.40504,0.0001,1e-05,-1.0
27.921,-0.11761,0.43259,-0.0149,0.40504,9e-05,1e-05,-1.0
27.972,-0.12473,0.43268,-0.01182,0.40504,9e-05,1e-05,-1.0
28.023,-0.13186,0.43275,-0.00873,0.40504,9e-05,1e-05,-1.0
28.074,-0.13898,0.43281,-0.00565,0.40504,9e-05,1e-05,-1.0
28.125,-0.1461,0.43284,-0.00257,0.40504,9e-05,1e-05,-1.0
28.176,-0.15322,0.43284,0.00051,0.40504,9e-05,1e-05,-1.0
28.227,-0.16034,0.43283,0.00353,0.40504,9e-05,1e-05,-1.0
28.278,-0.16746,0.43279,0.00655,0.40504,9e-05,1e-05,-1.0
28.329,-0.17458,0.43274,0.00964,0.40504,8e-05,1e-05,-1.0
28.38,-0.1817,0.43266,0.01272,0.40504,8e-05,1e-05,-1.0
28.431,-0.18883,0.43256,0.01574,0.40504,8e-05,1e-05,-1.0
28.482,-0.19595,0.43244,0.01882,0.40504,8e-05,1e-05,-1.0
28.533,-0.20307,0.43229,0.02183,0.40504,8e-05,1e-05,-1.0
28.584,-0.21019,0.43213,0.02491,0.40504,8e-05,1e-05,-1.0
28.635,-0.21731,0.43194,0.02793,0.40504,8e-05,1e-05,-1.0
28.686,-0.22443,0.43173,0.031,0.40504,8e-05,1e-05,-1.0
28.737,-0.23155,0.4315,0.03408,0.40504,7e-05,1e-05,-1.0
28.788,-0.23867,0.43125,0.03715,0.40504,7e-05,1e-05,-1.0
28.839,-0.24579,0.43098,0.04016,0.40504,7e-05,1e-05,-1.0
28.891,-0.25292,0.43069,0.04317,0.40504,7e-05,1e-05,-1.0
28.941,-0.26003,0.43037,0.04623,0.40504,7e-05,1e-05,-1.0
28.993,-0.26716,0.43004,0.04923,0.40504,7e-05,1e-05,-1.0
29.043,-0.27428,0.42968,0.05229,0.40504,7e-05,1e-05,-1.0
29.094,-0.2814,0.42929,0.05535,0.40504,6e-05,1e-05,-1.0
29.145,-0.28852,0.4289,0.05835,0.40504,6e-05,1e-05,-1.0
29.196,-0.29564,0.42848,0.06134,0.40504,6e-05,1e-05,-1.0
29.247,-0.30276,0.42803,0.06439,0.40504,6e-05,1e-05,-1.0
29.298,-0.30989,0.42757,0.06738,0.40504,6e-05,1e-05,-1.0
29.349,-0.31701,0.42709,0.07036,0.40504,6e-05,1e-05,-1.0
29.4,-0.32413,0.42658,0.0734,0.40504,6e-05,1e-05,-1.0
29.451,-0.33125,0.42606,0.07638,0.40504,6e-05,1e-05,-1.0
29.502,-0.33837,0.42552,0.07935,0.40504,5e-05,1e-05,-1.0
29.553,-0.34549,0.42494,0.08238,0.40504,5e-05,1e-05,-1.0
29.604,-0.35261,0.42436,0.08534,0.40504,5e-05,1e-05,-1.0
29.655,-0.35973,0.42374,0.08836,0.40504,5e-05,1e-05,-1.0
29.706,-0.36685,0.42311,0.09131,0.40504,5e-05,1e-05,-1.0
29.757,-0.37397,0.42246,0.09427,0.40504,5e-05,1e-05,-1.0
29.808,-0.3811,0.42178,0.09727,0.40504,5e-05,1e-05,-1.0
29.859,-0.38822,0.42109,0.10021,0.40504,5e-05,1e-05,-1.0
29.91,-0.39534,0.42038,0.10315,0.40504,4e-05,1e-05,-1.0
29.961,-0.40246,0.41964,0.10614,0.40504,4e-05,1e-05,-1.0
30.012,-0.40958,0.41889,0.10907,0.40504,4e-05,1e-05,-1.0
30.063,-0.4167,0.41812,0.11199,0.40504,4e-05,1e-05,-1.0
30.114,-0.42382,0.41731,0.11496,0.40504,4e-05,1e-05,-1.0
30.166,-0.43108,0.4165,0.11787,0.40504,4e-05,1e-05,-1.0
30.217,-0.4382,0.41565,0.12084,0.40504,4e-05,1e-05,-1.0
30.268,-0.44533,0.41479,0.12373,0.40504,3e-05,1e-05,-1.0
30.319,-0.45245,0.41392,0.12663,0.40504,3e-05,1e-05,-1.0
30.37,-0.45957,0.41301,0.12957,0.40504,3e-05,1e-05,-1.0
30.421,-0.46669,0.41208,0.13251,0.40504,3e-05,1e-05,-1.0
30.472,-0.47381,0.41112,0.13544,0.40504,3e-05,1e-05,-1.0
30.523,-0.48093,0.41017,0.13831,0.40504,3e-05,1e-05,-1.0
30.574,-0.48805,0.40917,0.14122,0.40504,3e-05,1e-05,-1.0
30.625,-0.49517,0.40816,0.14413,0.40504,3e-05,1e-05,-1.0
30.676,-0.5023,0.40714,0.14698,0.40504,2e-05,1e-05,-1.0
30.727,-0.50942,0.40608,0.14987,0.40504,2e-05,1e-05,-1.0
30.778,-0.51654,0.40503,0.1527,0.40504,2e-05,1e-05,-1.0
30.829,-0.5237,0.40394,0.15555,0.40504,2e-05,1e-05,-1.0
30.88,-0.53064,0.40289,0.15825,0.40504,2e-05,1e-05,-1.0
30.931,-0.53581,0.40211,0.16024,0.40504,2e-05,1e-05,-1.0
30.982,-0.53878,0.40166,0.16135,0.40504,2e-05,1e-05,-1.0
31.033,-0.53952,0.40157,0.16158,0.40504,2e-05,1e-05,-1.0
