timestamp,joint_7,bracelet_link.x,bracelet_link.y,bracelet_link.z,bracelet_link.x_hat,bracelet_link.y_hat,bracelet_link.z_hat
0.001,0.0,0.0,-0.0,0.06152,-4e-05,1e-05,-1.0
0.052,0.00035,0.0,-0.0,0.06152,-4e-05,1e-05,-1.0
0.103,0.00268,0.0,-0.0,0.06152,-4e-05,1e-05,-1.0
0.154,0.00726,0.0,-0.0,0.06152,-4e-05,1e-05,-1.0
0.205,0.01342,0.0,-0.0,0.06152,-4e-05,1e-05,-1.0
0.256,0.01967,0.0,-0.0,0.06152,-4e-05,1e-05,-1.0
0.307,0.02589,0.0,-0.0,0.06152,-4e-05,1e-05,-1.0
0.358,0.03212,0.0,-0.0,0.06152,-4e-05,1e-05,-1.0
0.409,0.03836,0.0,-0.0,0.06152,-3e-05,1e-05,-1.0
0.46,0.04459,0.0,-0.0,0.06152,-3e-05,1e-05,-1.0
0.511,0.05082,0.0,-0.0,0.06152,-3e-05,1e-05,-1.0
0.562,0.05705,0.0,-0.0,0.06152,-3e-05,1e-05,-1.0
0.613,0.06328,0.0,-0.0,0.06152,-3e-05,1e-05,-1.0
0.664,0.06951,0.0,-0.0,0.06152,-2e-05,1e-05,-1.0
0.715,0.07574,0.0,-0.0,0.06152,-2e-05,1e-05,-1.0
0.766,0.08198,0.0,-0.0,0.06152,-2e-05,1e-05,-1.0
0.817,0.08821,0.0,-0.0,0.06152,-2e-05,1e-05,-1.0
0.868,0.09444,0.0,-0.0,0.06152,-2e-05,1e-05,-1.0
0.919,0.10067,0.0,-0.0,0.06152,-2e-05,1e-05,-1.0
0.97,0.1069,0.0,-0.0,0.06152,-1e-05,1e-05,-1.0
1.022,0.11313,0.0,-0.0,0.06152,-1e-05,1e-05,-1.0
1.072,0.11936,0.0,-0.0,0.06152,-1e-05,1e-05,-1.0
1.123,0.12559,0.0,-0.0,0.06152,-1e-05,1e-05,-1.0
1.175,0.13183,0.0,-0.0,0.06152,-0.0,1e-05,-1.0
1.226,0.13806,0.0,-0.0,0.06152,-0.0,1e-05,-1.0
1.276,0.14429,0.0,-0.0,0.06152,-0.0,1e-05,-1.0
1.327,0.15052,-0.0,-0.0,0.06152,0.0,1e-05,-1.0
1.378,0.15675,-0.0,-0.0,0.06152,0.0,1e-05,-1.0
1.429,0.16298,-0.0,-0.0,0.06152,0.0,1e-05,-1.0
1.48,0.16921,-0.0,-0.0,0.06152,1e-05,1e-05,-1.0
1.531,0.17544,-0.0,-0.0,0.06152,1e-05,1e-05,-1.0
1.582,0.18168,-0.0,-0.0,0.06152,1e-05,1e-05,-1.0
1.633,0.18791,-0.0,-0.0,0.06152,1e-05,1e-05,-1.0
1.684,0.19414,-0.0,-0.0,0.06152,1e-05,1e-05,-1.0
1.735,0.20037,-0.0,-0.0,0.06152,2e-05,1e-05,-1.0
1.786,0.2066,-0.0,-0.0,0.06152,2e-05,1e-05,-1.0
1.837,0.21283,-0.0,-0.0,0.06152,2e-05,1e-05,-1.0
1.889,0.21906,-0.0,-0.0,0.06152,2e-05,1e-05,-1.0
1.939,0.22529,-0.0,-0.0,0.06152,2e-05,1e-05,-1.0
1.991,0.23153,-0.0,-0.0,0.06152,2e-05,1e-05,-1.0
2.041,0.23776,-0.0,-0.0,0.06152,3e-05,1e-05,-1.0
2.092,0.24399,-0.0,-0.0,0.06152,3e-05,1e-05,-1.0
2.143,0.25022,-0.0,-0.0,0.06152,3e-05,1e-05,-1.0
2.194,0.25645,-0.0,-0.0,0.06152,3e-05,1e-05,-1.0
2.245,0.26268,-0.0,-0.0,0.06152,3e-05,1e-05,-1.0
2.297,0.26891,-0.0,-0.0,0.06152,4e-05,1e-05,-1.0
2.347,0.27514,-0.0,-0.0,0.06152,4e-05,1e-05,-1.0
2.398,0.28137,-0.0,-0.0,0.06152,4e-05,1e-05,-1.0
2.449,0.28761,-0.0,-0.0,0.06152,4e-05,1e-05,-1.0
2.5,0.29384,-0.0,-0.0,0.06152,4e-05,1e-05,-1.0
2.551,0.30007,-0.0,-0.0,0.06152,5e-05,1e-05,-1.0
2.602,0.3063,-0.0,-0.0,0.06152,5e-05,1e-05,-1.0
2.653,0.31253,-0.0,-0.0,0.06152,5e-05,1e-05,-1.0
2.705,0.31876,-0.0,-0.0,0.06152,5e-05,1e-05,-1.0
2.755,0.32499,-0.0,-0.0,0.06152,5e-05,1e-05,-1.0
2.806,0.33122,-0.0,-0.0,0.06152,5e-05,1e-05,-1.0
2.857,0.33746,-0.0,-0.0,0.06152,6e-05,1e-05,-1.0
2.908,0.34369,-0.0,-0.0,0.06152,6e-05,1e-05,-1.0
2.959,0.34992,-0.0,-0.0,0.06152,6e-05,1e-05,-1.0
3.01,0.35615,-0.0,-0.0,0.06152,6e-05,1e-05,-1.0
3.061,0.36238,-0.0,-0.0,0.06152,6e-05,1e-05,-1.0
3.112,0.36861,-0.0,-0.0,0.06152,7e-05,1e-05,-1.0
3.163,0.3749,-0.0,-0.0,0.06152,7e-05,1e-05,-1.0
3.214,0.38089,-0.0,-0.0,0.06152,7e-05,1e-05,-1.0
3.265,0.38509,-0.0,-0.0,0.06152,7e-05,1e-05,-1.0
3.316,0.38706,-0.0,-0.0,0.06152,7e-05,1e-05,-1.0
3.368,0.38722,-0.0,-0.0,0.06152,7e-05,1e-05,-1.0
