timestamp,joint_2,half_arm_1_link.x,half_arm_1_link.y,half_arm_1_link.z,half_arm_1_link.x_hat,half_arm_1_link.y_hat,half_arm_1_link.z_hat
32.077,-3e-05,0.40139,0.1552,0.61553,0.00012,1.0,1e-05
32.128,-0.00133,0.40003,0.1552,0.61641,0.00012,1.0,1e-05
32.179,-0.00485,0.39727,0.1552,0.6182,0.00012,1.0,1e-05
32.23,-0.01068,0.39329,0.1552,0.62074,0.00012,1.0,1e-05
32.281,-0.01773,0.38895,0.1552,0.62347,0.00012,1.0,1e-05
32.332,-0.02485,0.3845,0.1552,0.62622,0.00012,1.0,1e-05
32.383,-0.03197,0.38012,0.1552,0.62889,0.00012,1.0,1e-05
32.435,-0.03909,0.37563,0.1552,0.63158,0.00012,1.0,1e-05
32.485,-0.04622,0.37113,0.1552,0.63424,0.00012,1.0,1e-05
32.537,-0.05334,0.36669,0.1552,0.63681,0.00012,1.0,1e-05
32.587,-0.06046,0.36215,0.1552,0.63941,0.00012,1.0,1e-05
32.638,-0.06758,0.35768,0.1552,0.64192,0.00013,1.0,1e-05
32.689,-0.0747,0.35309,0.1552,0.64445,0.00013,1.0,1e-05
32.741,-0.08182,0.3485,0.1552,0.64695,0.00013,1.0,1e-05
32.791,-0.08894,0.34397,0.1552,0.64936,0.00013,1.0,1e-05
32.842,-0.09606,0.33943,0.1552,0.65175,0.00013,1.0,1e-05
32.893,-0.10318,0.33478,0.1552,0.65415,0.00013,1.0,1e-05
32.944,-0.11031,0.33021,0.1552,0.65647,0.00013,1.0,1e-05
32.995,-0.11742,0.32561,0.1552,0.65876,0.00013,1.0,1e-05
33.046,-0.12455,0.32101,0.1552,0.66102,0.00013,1.0,1e-05
33.097,-0.13167,0.3163,0.1552,0.66328,0.00013,1.0,1e-05
33.148,-0.13879,0.31166,0.1552,0.66548,0.00013,1.0,1e-05
33.199,-0.14591,0.30691,0.1552,0.66768,0.00013,1.0,1e-05
33.25,-0.15303,0.30224,0.1552,0.6698,0.00013,1.0,1e-05
33.301,-0.16015,0.29756,0.1552,0.6719,0.00013,1.0,1e-05
