timestamp,joint_7,bracelet_link.x,bracelet_link.y,bracelet_link.z,bracelet_link.x_hat,bracelet_link.y_hat,bracelet_link.z_hat
80.644,0.7076,0.00113,0.02359,0.05681,-0.01838,-0.38348,-0.92337
80.696,0.70629,0.00113,0.02359,0.05681,-0.01838,-0.38348,-0.92337
80.747,0.70277,0.00113,0.02359,0.05681,-0.01838,-0.38348,-0.92337
80.798,0.69715,0.00113,0.02359,0.05681,-0.01838,-0.38348,-0.92337
80.849,0.69087,0.00113,0.02359,0.05681,-0.01838,-0.38348,-0.92336
80.9,0.68464,0.00113,0.02359,0.05681,-0.01837,-0.38349,-0.92336
80.951,0.67841,0.00113,0.02359,0.05681,-0.01837,-0.38349,-0.92336
81.002,0.67218,0.00113,0.02359,0.05681,-0.01837,-0.38349,-0.92336
81.053,0.66595,0.00113,0.02359,0.05681,-0.01837,-0.38349,-0.92336
81.104,0.65971,0.00113,0.02359,0.05681,-0.01837,-0.38349,-0.92336
81.155,0.65348,0.00113,0.02359,0.05681,-0.01837,-0.38349,-0.92336
81.206,0.64725,0.00113,0.02359,0.05681,-0.01837,-0.3835,-0.92336
81.257,0.64102,0.00113,0.02359,0.05681,-0.01836,-0.3835,-0.92336
81.308,0.63479,0.00113,0.02359,0.05681,-0.01836,-0.3835,-0.92336
81.359,0.62856,0.00113,0.02359,0.05681,-0.01836,-0.3835,-0.92336
81.41,0.62233,0.00113,0.02359,0.05681,-0.01836,-0.3835,-0.92336
81.461,0.6161,0.00113,0.0236,0.05681,-0.01836,-0.3835,-0.92336
81.512,0.60987,0.00113,0.0236,0.05681,-0.01836,-0.38351,-0.92336
81.563,0.60363,0.00113,0.0236,0.05681,-0.01835,-0.38351,-0.92336
81.614,0.5974,0.00113,0.0236,0.05681,-0.01835,-0.38351,-0.92335
81.665,0.59117,0.00113,0.0236,0.05681,-0.01835,-0.38351,-0.92335
81.715,0.58494,0.00113,0.0236,0.05681,-0.01835,-0.38351,-0.92335
81.767,0.57871,0.00113,0.0236,0.05681,-0.01835,-0.38351,-0.92335
81.819,0.57236,0.00113,0.0236,0.05681,-0.01835,-0.38352,-0.92335
81.87,0.56613,0.00113,0.0236,0.05681,-0.01835,-0.38352,-0.92335
81.92,0.55989,0.00113,0.0236,0.05681,-0.01834,-0.38352,-0.92335
81.972,0.55366,0.00113,0.0236,0.05681,-0.01834,-0.38352,-0.92335
82.023,0.54743,0.00113,0.0236,0.05681,-0.01834,-0.38352,-0.92335
82.074,0.5412,0.00113,0.0236,0.05681,-0.01834,-0.38352,-0.92335
82.124,0.53497,0.00113,0.0236,0.05681,-0.01834,-0.38353,-0.92335
82.176,0.52874,0.00113,0.0236,0.05681,-0.01834,-0.38353,-0.92335
82.227,0.52251,0.00113,0.0236,0.05681,-0.01834,-0.38353,-0.92335
82.278,0.51628,0.00113,0.0236,0.05681,-0.01833,-0.38353,-0.92335
82.328,0.51004,0.00113,0.0236,0.05681,-0.01833,-0.38353,-0.92335
82.38,0.50382,0.00113,0.0236,0.05681,-0.01833,-0.38354,-0.92334
82.431,0.49758,0.00113,0.0236,0.05681,-0.01833,-0.38354,-0.92334
82.482,0.49135,0.00113,0.0236,0.05681,-0.01833,-0.38354,-0.92334
82.533,0.48512,0.00113,0.0236,0.05681,-0.01832,-0.38354,-0.92334
82.584,0.47889,0.00113,0.0236,0.05681,-0.01832,-0.38354,-0.92334
82.634,0.47266,0.00113,0.0236,0.05681,-0.01832,-0.38354,-0.92334
82.685,0.46643,0.00113,0.0236,0.05681,-0.01832,-0.38355,-0.92334
82.737,0.46019,0.00113,0.0236,0.05681,-0.01832,-0.38355,-0.92334
82.788,0.45396,0.00113,0.0236,0.05681,-0.01832,-0.38355,-0.92334
82.838,0.44773,0.00113,0.0236,0.05681,-0.01832,-0.38355,-0.92334
82.89,0.4415,0.00113,0.0236,0.05681,-0.01831,-0.38355,-0.92334
82.941,0.43527,0.00113,0.0236,0.05681,-0.01831,-0.38355,-0.92334
82.992,0.42904,0.00113,0.0236,0.05681,-0.01831,-0.38356,-0.92334
83.043,0.42281,0.00113,0.0236,0.05681,-0.01831,-0.38356,-0.92334
83.094,0.41657,0.00113,0.0236,0.05681,-0.01831,-0.38356,-0.92333
83.145,0.41035,0.00113,0.0236,0.05681,-0.01831,-0.38356,-0.92333
83.196,0.40411,0.00113,0.0236,0.05681,-0.01831,-0.38356,-0.92333
83.246,0.39788,0.00113,0.0236,0.05681,-0.0183,-0.38356,-0.92333
83.298,0.39165,0.00113,0.0236,0.05681,-0.0183,-0.38357,-0.92333
83.349,0.38542,0.00113,0.0236,0.05681,-0.0183,-0.38357,-0.92333
83.4,0.37919,0.00113,0.0236,0.05681,-0.0183,-0.38357,-0.92333
83.451,0.37296,0.00113,0.0236,0.05681,-0.0183,-0.38357,-0.92333
83.502,0.36673,0.00113,0.0236,0.05681,-0.0183,-0.38357,-0.92333
83.552,0.3605,0.00113,0.0236,0.05681,-0.01829,-0.38357,-0.92333
83.604,0.35426,0.00113,0.0236,0.05681,-0.01829,-0.38358,-0.92333
83.655,0.34803,0.00113,0.0236,0.05681,-0.01829,-0.38358,-0.92333
83.706,0.3418,0.00113,0.0236,0.05681,-0.01829,-0.38358,-0.92333
83.757,0.33557,0.00113,0.0236,0.05681,-0.01829,-0.38358,-0.92333
83.808,0.32934,0.00113,0.0236,0.05681,-0.01829,-0.38358,-0.92333
83.859,0.32311,0.00113,0.0236,0.05681,-0.01829,-0.38358,-0.92332
83.91,0.31688,0.00112,0.0236,0.05681,-0.01828,-0.38359,-0.92332
83.96,0.31065,0.00112,0.0236,0.05681,-0.01828,-0.38359,-0.92332
84.011,0.30441,0.00112,0.0236,0.05681,-0.01828,-0.38359,-0.92332
84.063,0.29818,0.00112,0.0236,0.05681,-0.01828,-0.38359,-0.92332
84.113,0.29195,0.00112,0.0236,0.05681,-0.01828,-0.38359,-0.92332
84.165,0.28572,0.00112,0.0236,0.05681,-0.01828,-0.38359,-0.92332
84.215,0.27949,0.00112,0.0236,0.05681,-0.01827,-0.3836,-0.92332
84.267,0.27326,0.00112,0.0236,0.05681,-0.01827,-0.3836,-0.92332
84.318,0.26703,0.00112,0.0236,0.05681,-0.01827,-0.3836,-0.92332
84.369,0.26079,0.00112,0.0236,0.05681,-0.01827,-0.3836,-0.92332
84.42,0.25456,0.00112,0.0236,0.05681,-0.01827,-0.3836,-0.92332
84.47,0.24833,0.00112,0.0236,0.05681,-0.01827,-0.3836,-0.92332
84.521,0.2421,0.00112,0.0236,0.05681,-0.01827,-0.38361,-0.92332
84.573,0.23587,0.00112,0.0236,0.05681,-0.01826,-0.38361,-0.92332
