timestamp,joint_6,spherical_wrist_2_link.x,spherical_wrist_2_link.y,spherical_wrist_2_link.z,spherical_wrist_2_link.x_hat,spherical_wrist_2_link.y_hat,spherical_wrist_2_link.z_hat
71.71,0.17763,0.07931,-0.06588,0.13195,0.82007,0.52254,-0.23332
71.762,0.17633,0.07923,-0.0657,0.13209,0.82007,0.52254,-0.23332
71.813,0.17281,0.07904,-0.06524,0.13243,0.82007,0.52254,-0.23332
71.864,0.16719,0.07873,-0.06453,0.13296,0.82007,0.52254,-0.23332
71.914,0.16091,0.0784,-0.06374,0.13354,0.82007,0.52254,-0.23332
71.966,0.15468,0.07805,-0.06294,0.13412,0.82006,0.52254,-0.23332
72.017,0.14844,0.07771,-0.06216,0.13468,0.82006,0.52254,-0.23332
72.068,0.14221,0.07702,-0.06057,0.1358,0.82006,0.52254,-0.23332
72.119,0.13598,0.07666,-0.05976,0.13636,0.82006,0.52255,-0.23332
72.17,0.12975,0.07631,-0.05897,0.1369,0.82006,0.52255,-0.23332
72.221,0.12352,0.07595,-0.05815,0.13745,0.82006,0.52255,-0.23332
72.271,0.11729,0.07558,-0.05734,0.13799,0.82006,0.52255,-0.23332
72.322,0.11106,0.07522,-0.05654,0.13851,0.82006,0.52255,-0.23333
72.373,0.10483,0.07486,-0.05574,0.13903,0.82006,0.52255,-0.23333
72.424,0.0986,0.07449,-0.05492,0.13956,0.82006,0.52255,-0.23333
72.475,0.09236,0.07411,-0.05409,0.14008,0.82006,0.52255,-0.23333
72.526,0.08613,0.07373,-0.05327,0.1406,0.82006,0.52255,-0.23333
72.577,0.0799,0.07336,-0.05246,0.1411,0.82006,0.52255,-0.23333
72.628,0.07367,0.07297,-0.05163,0.1416,0.82006,0.52255,-0.23333
72.68,0.06744,0.07259,-0.0508,0.1421,0.82006,0.52255,-0.23333
72.731,0.06121,0.0722,-0.04998,0.14258,0.82006,0.52255,-0.23333
72.782,0.05498,0.07181,-0.04915,0.14307,0.82006,0.52255,-0.23333
72.832,0.04875,0.07142,-0.04833,0.14354,0.82006,0.52255,-0.23333
72.884,0.04251,0.07102,-0.04749,0.14402,0.82006,0.52255,-0.23333
72.934,0.03628,0.07062,-0.04665,0.14449,0.82006,0.52255,-0.23333
72.986,0.03005,0.07022,-0.04581,0.14496,0.82006,0.52255,-0.23333
73.037,0.02382,0.06982,-0.04498,0.14541,0.82006,0.52255,-0.23333
73.088,0.01759,0.06941,-0.04413,0.14586,0.82006,0.52255,-0.23333
73.139,0.01136,0.06901,-0.0433,0.1463,0.82006,0.52255,-0.23333
73.189,0.00513,0.06859,-0.04246,0.14674,0.82006,0.52255,-0.23333
73.24,-0.0011,0.06817,-0.0416,0.14718,0.82006,0.52255,-0.23333
73.292,-0.00734,0.06775,-0.04075,0.14761,0.82006,0.52255,-0.23333
73.342,-0.01357,0.06734,-0.03992,0.14803,0.82006,0.52255,-0.23333
73.394,-0.0198,0.06692,-0.03908,0.14844,0.82006,0.52255,-0.23333
