timestamp,joint_1,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat
41.467,-0.0808,0.14579,0.33159,0.74858,-0.0,1e-05,-1.0
41.519,-0.0795,0.14671,0.33119,0.74858,-0.0,1e-05,-1.0
41.569,-0.07598,0.14835,0.33046,0.74858,-0.0,1e-05,-1.0
41.62,-0.07015,0.1506,0.32944,0.74858,-0.0,1e-05,-1.0
41.671,-0.0631,0.1529,0.32838,0.74858,-0.0,1e-05,-1.0
41.723,-0.05599,0.15519,0.3273,0.74858,-0.0,1e-05,-1.0
41.773,-0.04886,0.15747,0.32621,0.74858,-0.0,1e-05,-1.0
41.824,-0.04174,0.15975,0.3251,0.74858,-0.0,1e-05,-1.0
41.875,-0.03462,0.16206,0.32396,0.74858,-0.0,1e-05,-1.0
41.926,-0.0275,0.16436,0.32279,0.74858,-0.0,1e-05,-1.0
41.978,-0.02038,0.16666,0.32161,0.74858,-0.0,1e-05,-1.0
42.029,-0.01326,0.1689,0.32044,0.74858,-0.0,1e-05,-1.0
42.08,-0.00613,0.17113,0.31926,0.74858,-0.0,1e-05,-1.0
42.131,0.00099,0.1734,0.31803,0.74858,-0.0,1e-05,-1.0
42.182,0.00811,0.17566,0.31679,0.74858,-0.0,1e-05,-1.0
42.232,0.01523,0.17792,0.31553,0.74858,-0.0,1e-05,-1.0
42.284,0.02235,0.18012,0.31428,0.74858,-0.0,1e-05,-1.0
42.334,0.02947,0.18235,0.31299,0.74858,-0.0,1e-05,-1.0
42.386,0.03659,0.18453,0.3117,0.74859,-0.0,1e-05,-1.0
42.437,0.04371,0.18675,0.31038,0.74859,-0.0,1e-05,-1.0
42.488,0.05083,0.18891,0.30907,0.74859,-0.0,1e-05,-1.0
42.538,0.05795,0.19111,0.30772,0.74859,-0.0,1e-05,-1.0
42.59,0.06507,0.19329,0.30635,0.74859,-0.0,1e-05,-1.0
42.641,0.0722,0.19543,0.30499,0.74859,-0.0,1e-05,-1.0
42.692,0.07932,0.1976,0.30359,0.74859,-0.0,1e-05,-1.0
42.743,0.08644,0.19971,0.3022,0.74859,-0.0,1e-05,-1.0
42.794,0.09356,0.20186,0.30077,0.74859,-0.0,1e-05,-1.0
42.844,0.10068,0.204,0.29933,0.74859,-0.0,1e-05,-1.0
42.896,0.1078,0.20608,0.2979,0.74859,-0.0,1e-05,-1.0
42.947,0.11492,0.2082,0.29642,0.74859,-0.0,1e-05,-1.0
42.998,0.12204,0.21026,0.29496,0.74859,-0.0,1e-05,-1.0
43.048,0.12916,0.21232,0.29348,0.74859,-0.0,1e-05,-1.0
43.099,0.13629,0.21436,0.29199,0.74859,-0.0,1e-05,-1.0
43.15,0.14341,0.21644,0.29046,0.74859,-0.0,1e-05,-1.0
43.201,0.15053,0.21846,0.28894,0.74859,-0.0,1e-05,-1.0
43.253,0.15765,0.22051,0.28738,0.74859,-0.0,1e-05,-1.0
43.304,0.16477,0.22256,0.2858,0.74859,-0.0,1e-05,-1.0
43.354,0.17189,0.22459,0.28421,0.74859,-0.0,1e-05,-1.0
43.406,0.17901,0.22657,0.28263,0.74859,-0.0,1e-05,-1.0
43.456,0.18613,0.22853,0.28104,0.74859,-0.0,1e-05,-1.0
43.508,0.19325,0.23049,0.27944,0.74859,-0.0,1e-05,-1.0
43.559,0.20038,0.23248,0.27779,0.74859,-0.0,1e-05,-1.0
43.61,0.2075,0.23441,0.27616,0.74859,-0.0,1e-05,-1.0
43.66,0.21462,0.23637,0.27449,0.74859,-0.0,1e-05,-1.0
43.712,0.22174,0.23832,0.2728,0.74859,-0.0,1e-05,-1.0
43.763,0.22886,0.24022,0.27112,0.74859,-0.0,1e-05,-1.0
43.814,0.23598,0.24211,0.26944,0.7486,-0.0,1e-05,-1.0
43.865,0.2431,0.24402,0.26771,0.7486,-0.0,1e-05,-1.0
43.916,0.25022,0.24592,0.26596,0.7486,-0.0,1e-05,-1.0
43.966,0.25734,0.24777,0.26424,0.7486,-0.0,1e-05,-1.0
44.018,0.26447,0.24961,0.2625,0.7486,-0.0,1e-05,-1.0
44.069,0.27159,0.25148,0.26072,0.7486,-0.0,1e-05,-1.0
44.12,0.27871,0.25329,0.25896,0.7486,-0.0,1e-05,-1.0
44.17,0.28583,0.25509,0.25718,0.7486,-0.0,1e-05,-1.0
44.221,0.29295,0.25688,0.25539,0.7486,-0.0,1e-05,-1.0
44.273,0.30007,0.2587,0.25356,0.7486,-0.0,1e-05,-1.0
44.324,0.30719,0.2605,0.25171,0.7486,-0.0,1e-05,-1.0
44.375,0.31432,0.26225,0.24988,0.7486,-0.0,1e-05,-1.0
44.426,0.32144,0.26399,0.24805,0.7486,-0.0,1e-05,-1.0
44.477,0.32856,0.26571,0.2462,0.7486,-0.0,1e-05,-1.0
44.527,0.33568,0.26746,0.2443,0.7486,-0.0,1e-05,-1.0
44.579,0.34279,0.26916,0.24243,0.7486,-0.0,1e-05,-1.0
44.63,0.3498,0.27085,0.24053,0.7486,-0.0,1e-05,-1.0
44.681,0.3569,0.27251,0.23865,0.7486,-0.0,1e-05,-1.0
44.731,0.36214,0.27375,0.23722,0.7486,-0.0,1e-05,-1.0
44.782,0.36512,0.27444,0.23643,0.7486,-0.0,1e-05,-1.0
44.833,0.36591,0.27463,0.23621,0.7486,-0.0,1e-05,-1.0
