timestamp,joint_4,forearm_link.x,forearm_link.y,forearm_link.z,forearm_link.x_hat,forearm_link.y_hat,forearm_link.z_hat
15.49,-0.24722,-0.12984,0.26471,0.3483,0.84872,0.5188,0.10257
15.542,-0.24852,-0.13017,0.26536,0.34767,0.84872,0.5188,0.10257
15.593,-0.25204,-0.13085,0.26673,0.34637,0.84872,0.5188,0.10257
15.643,-0.25787,-0.13184,0.26873,0.34444,0.84872,0.5188,0.10257
15.694,-0.26492,-0.13289,0.27086,0.34237,0.84872,0.5188,0.10257
15.746,-0.27204,-0.13395,0.27302,0.34023,0.84872,0.5188,0.10257
15.797,-0.27916,-0.13498,0.27512,0.33812,0.84872,0.5188,0.10257
15.848,-0.28628,-0.13602,0.27726,0.33595,0.84872,0.5188,0.10257
15.898,-0.2934,-0.13704,0.27934,0.33381,0.84872,0.5188,0.10257
15.95,-0.30052,-0.13806,0.28145,0.3316,0.84872,0.5188,0.10257
16.001,-0.30764,-0.13908,0.28355,0.32938,0.84872,0.5188,0.10257
16.051,-0.31476,-0.14008,0.28564,0.32715,0.84872,0.5188,0.10257
16.103,-0.32189,-0.14108,0.28771,0.3249,0.84872,0.5188,0.10257
16.154,-0.32901,-0.14206,0.28977,0.32263,0.84872,0.5188,0.10257
16.205,-0.33613,-0.14304,0.29182,0.32035,0.84872,0.5188,0.10257
16.256,-0.34325,-0.14398,0.29381,0.31809,0.84872,0.5188,0.10257
16.307,-0.35037,-0.14494,0.29583,0.31578,0.84872,0.5188,0.10257
16.358,-0.35749,-0.14589,0.29784,0.31345,0.84872,0.5188,0.10257
16.409,-0.36461,-0.1468,0.29979,0.31114,0.84872,0.5188,0.10257
16.46,-0.37173,-0.14771,0.30174,0.30882,0.84872,0.5188,0.10257
16.511,-0.37885,-0.14863,0.3037,0.30645,0.84872,0.5188,0.10257
16.562,-0.38597,-0.14951,0.30562,0.30411,0.84872,0.5188,0.10257
16.612,-0.39309,-0.15039,0.30752,0.30175,0.84872,0.5188,0.10257
16.664,-0.40022,-0.15126,0.30941,0.29937,0.84872,0.5188,0.10257
16.715,-0.40734,-0.15213,0.31132,0.29694,0.84872,0.5188,0.10256
16.765,-0.41446,-0.15298,0.31318,0.29454,0.84872,0.5188,0.10256
16.817,-0.42158,-0.15384,0.31507,0.29207,0.84872,0.5188,0.10256
16.868,-0.4287,-0.15468,0.31694,0.28959,0.84872,0.5188,0.10256
16.919,-0.43582,-0.15551,0.31879,0.2871,0.84872,0.5188,0.10256
16.97,-0.44294,-0.15632,0.3206,0.28464,0.84872,0.5188,0.10256
17.021,-0.45006,-0.15712,0.32239,0.28217,0.84872,0.5188,0.10256
17.072,-0.4572,-0.15792,0.3242,0.27963,0.84872,0.5188,0.10256
17.123,-0.46431,-0.15869,0.32597,0.27713,0.84872,0.5188,0.10256
17.174,-0.47143,-0.15947,0.32775,0.27457,0.84872,0.51881,0.10256
17.225,-0.47855,-0.16023,0.32948,0.27204,0.84872,0.51881,0.10256
17.276,-0.48567,-0.16097,0.3312,0.2695,0.84872,0.51881,0.10256
17.327,-0.49279,-0.16172,0.33294,0.2669,0.84872,0.51881,0.10256
17.378,-0.49991,-0.16244,0.33463,0.26434,0.84872,0.51881,0.10256
17.429,-0.50703,-0.16317,0.33634,0.26171,0.84872,0.51881,0.10256
17.48,-0.51415,-0.16387,0.338,0.25912,0.84872,0.51881,0.10256
17.531,-0.52128,-0.16456,0.33964,0.25652,0.84872,0.51881,0.10256
17.582,-0.5284,-0.16526,0.34131,0.25385,0.84872,0.51881,0.10256
17.633,-0.53552,-0.16594,0.34295,0.25117,0.84872,0.51881,0.10256
17.684,-0.54264,-0.16661,0.34458,0.24848,0.84872,0.51881,0.10256
17.735,-0.54976,-0.16728,0.3462,0.24577,0.84872,0.51881,0.10256
17.786,-0.55688,-0.16791,0.34777,0.24311,0.84872,0.51881,0.10256
17.837,-0.564,-0.16855,0.34935,0.24038,0.84872,0.51881,0.10256
17.888,-0.57112,-0.16917,0.35089,0.2377,0.84872,0.51881,0.10256
17.939,-0.57824,-0.16978,0.35244,0.23495,0.84872,0.51881,0.10256
17.99,-0.58536,-0.17039,0.35398,0.23218,0.84872,0.51881,0.10256
18.041,-0.59248,-0.17098,0.3555,0.22941,0.84872,0.51881,0.10256
18.092,-0.59961,-0.17156,0.357,0.22662,0.84872,0.51881,0.10256
18.143,-0.60672,-0.17268,0.35993,0.22107,0.84872,0.51881,0.10256
18.194,-0.61385,-0.17323,0.36138,0.21825,0.84871,0.51881,0.10255
18.245,-0.62097,-0.17377,0.36282,0.21543,0.84871,0.51881,0.10255
18.296,-0.62809,-0.17428,0.36421,0.21264,0.84871,0.51881,0.10255
18.347,-0.63521,-0.1748,0.36561,0.20979,0.84871,0.51881,0.10255
18.397,-0.64233,-0.1753,0.367,0.20693,0.84871,0.51881,0.10255
18.449,-0.64946,-0.17578,0.36835,0.20412,0.84871,0.51881,0.10255
18.5,-0.65658,-0.17625,0.36967,0.20129,0.84871,0.51881,0.10255
18.551,-0.6637,-0.17671,0.37098,0.19846,0.84871,0.51881,0.10255
18.602,-0.67082,-0.17717,0.3723,0.19556,0.84871,0.51881,0.10255
18.653,-0.67794,-0.1776,0.37358,0.19271,0.84871,0.51881,0.10255
18.704,-0.68506,-0.17804,0.37486,0.18979,0.84871,0.51881,0.10255
18.755,-0.69218,-0.17845,0.37611,0.18692,0.84871,0.51882,0.10255
18.806,-0.6993,-0.17886,0.37736,0.18398,0.84871,0.51882,0.10255
18.857,-0.70642,-0.17925,0.37857,0.1811,0.84871,0.51882,0.10255
18.908,-0.71355,-0.17964,0.37979,0.17814,0.84871,0.51882,0.10255
18.959,-0.72067,-0.18001,0.38096,0.17524,0.84871,0.51882,0.10255
19.01,-0.72779,-0.18036,0.38212,0.17232,0.84871,0.51882,0.10255
19.06,-0.73491,-0.18072,0.38328,0.16934,0.84871,0.51882,0.10255
19.112,-0.74203,-0.18105,0.38441,0.16642,0.84871,0.51882,0.10255
19.163,-0.74915,-0.18138,0.38554,0.16342,0.84871,0.51882,0.10255
19.214,-0.75627,-0.18169,0.38663,0.16047,0.84871,0.51882,0.10255
19.265,-0.76339,-0.18199,0.38772,0.15746,0.84871,0.51882,0.10255
19.316,-0.77052,-0.18229,0.38879,0.15444,0.84871,0.51882,0.10255
19.367,-0.77764,-0.18257,0.38985,0.15142,0.84871,0.51882,0.10255
19.418,-0.78476,-0.18283,0.39087,0.14844,0.84871,0.51882,0.10255
19.468,-0.79188,-0.18309,0.39189,0.1454,0.84871,0.51882,0.10255
19.52,-0.799,-0.18333,0.39288,0.14241,0.84871,0.51882,0.10255
19.571,-0.80612,-0.18356,0.39384,0.13942,0.84871,0.51882,0.10255
19.622,-0.81324,-0.18378,0.39481,0.13636,0.84871,0.51882,0.10255
19.673,-0.82037,-0.18398,0.39574,0.13335,0.84871,0.51882,0.10254
19.724,-0.82749,-0.18418,0.39665,0.13033,0.84871,0.51882,0.10254
19.775,-0.83461,-0.18436,0.39755,0.12731,0.84871,0.51882,0.10254
19.826,-0.84173,-0.18454,0.39844,0.12423,0.84871,0.51882,0.10254
19.877,-0.84885,-0.18469,0.3993,0.1212,0.84871,0.51882,0.10254
19.928,-0.85597,-0.18484,0.40014,0.11816,0.84871,0.51882,0.10254
19.979,-0.86309,-0.18498,0.40097,0.11512,0.84871,0.51882,0.10254
20.03,-0.87021,-0.18511,0.40179,0.11201,0.84871,0.51882,0.10254
20.081,-0.87733,-0.18522,0.40259,0.10889,0.84871,0.51882,0.10254
20.132,-0.88445,-0.18532,0.40337,0.10577,0.84871,0.51882,0.10254
20.182,-0.89157,-0.18541,0.40414,0.10265,0.84871,0.51882,0.10254
20.234,-0.89869,-0.18549,0.40487,0.09958,0.84871,0.51882,0.10254
20.285,-0.90582,-0.18556,0.4056,0.09645,0.84871,0.51882,0.10254
20.336,-0.91294,-0.18561,0.40631,0.09331,0.84871,0.51882,0.10254
20.386,-0.92006,-0.18565,0.40698,0.09023,0.84871,0.51883,0.10254
20.438,-0.92718,-0.18568,0.40764,0.08714,0.84871,0.51883,0.10254
20.489,-0.9343,-0.1857,0.4083,0.08399,0.84871,0.51883,0.10254
20.54,-0.94142,-0.18571,0.40893,0.08083,0.84871,0.51883,0.10254
20.591,-0.94854,-0.1857,0.40953,0.07774,0.84871,0.51883,0.10254
20.642,-0.95566,-0.18568,0.41013,0.07457,0.84871,0.51883,0.10254
20.693,-0.96278,-0.18565,0.41069,0.07147,0.84871,0.51883,0.10254
20.744,-0.96991,-0.18561,0.41124,0.06836,0.84871,0.51883,0.10254
20.795,-0.97703,-0.18556,0.41178,0.06519,0.84871,0.51883,0.10254
20.846,-0.98414,-0.1855,0.41229,0.06208,0.84871,0.51883,0.10254
20.897,-0.99127,-0.18542,0.41279,0.0589,0.84871,0.51883,0.10254
20.948,-0.99839,-0.18533,0.41326,0.05578,0.84871,0.51883,0.10254
20.999,-1.00552,-0.18523,0.41372,0.05264,0.84871,0.51883,0.10254
21.05,-1.01258,-0.18513,0.41413,0.04971,0.84871,0.51883,0.10254
21.101,-1.01812,-0.18505,0.41441,0.04763,0.84871,0.51883,0.10254
21.152,-1.02144,-0.185,0.41455,0.04655,0.84871,0.51883,0.10254
21.203,-1.0225,-0.185,0.41457,0.04637,0.84871,0.51883,0.10254
