timestamp,joint_1,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat
43.763,-0.70582,-0.18013,0.32153,0.79243,-0.0,1e-05,-1.0
43.814,-0.70452,-0.1797,0.32177,0.79243,-0.0,1e-05,-1.0
43.865,-0.701,-0.17855,0.32241,0.79243,-0.0,1e-05,-1.0
43.916,-0.69517,-0.17446,0.32464,0.79243,-0.0,1e-05,-1.0
43.967,-0.68812,-0.17214,0.32587,0.79243,-0.0,1e-05,-1.0
44.018,-0.681,-0.16987,0.32707,0.79243,-0.0,1e-05,-1.0
44.069,-0.67388,-0.16753,0.32827,0.79243,-0.0,1e-05,-1.0
44.12,-0.66676,-0.16524,0.32943,0.79243,-0.0,1e-05,-1.0
44.171,-0.65964,-0.16293,0.33057,0.79243,-0.0,1e-05,-1.0
44.222,-0.65251,-0.16062,0.3317,0.79243,-0.0,1e-05,-1.0
44.273,-0.64539,-0.15826,0.33284,0.79243,-0.0,1e-05,-1.0
44.323,-0.63827,-0.15588,0.33395,0.79243,-0.0,1e-05,-1.0
44.375,-0.63115,-0.15355,0.33503,0.79243,-0.0,1e-05,-1.0
44.426,-0.62403,-0.1512,0.3361,0.79243,-0.0,1e-05,-1.0
44.477,-0.61691,-0.14886,0.33715,0.79243,-0.0,1e-05,-1.0
44.528,-0.60979,-0.14645,0.3382,0.79243,-0.0,1e-05,-1.0
44.579,-0.60267,-0.14404,0.33923,0.79243,-0.0,1e-05,-1.0
44.63,-0.59555,-0.14162,0.34025,0.79243,-0.0,1e-05,-1.0
44.681,-0.58843,-0.1392,0.34125,0.79243,-0.0,1e-05,-1.0
44.732,-0.5813,-0.13681,0.34221,0.79243,-0.0,1e-05,-1.0
44.783,-0.57418,-0.13442,0.34316,0.79243,-0.0,1e-05,-1.0
44.834,-0.56706,-0.13202,0.34409,0.79243,-0.0,1e-05,-1.0
44.885,-0.55994,-0.12957,0.34502,0.79243,-0.0,1e-05,-1.0
44.936,-0.55282,-0.12711,0.34593,0.79243,-0.0,1e-05,-1.0
44.987,-0.5457,-0.12464,0.34683,0.79243,-0.0,1e-05,-1.0
45.038,-0.53857,-0.12221,0.34769,0.79243,-0.0,1e-05,-1.0
45.089,-0.53145,-0.11974,0.34855,0.79243,-0.0,1e-05,-1.0
45.14,-0.52433,-0.1173,0.34938,0.79243,-0.0,1e-05,-1.0
45.191,-0.51721,-0.11486,0.35019,0.79243,-0.0,1e-05,-1.0
45.242,-0.51009,-0.11241,0.35098,0.79243,-0.0,1e-05,-1.0
45.293,-0.50297,-0.10996,0.35176,0.79243,-0.0,1e-05,-1.0
45.344,-0.49585,-0.1075,0.35251,0.79243,-0.0,1e-05,-1.0
45.395,-0.48873,-0.10504,0.35326,0.79243,-0.0,1e-05,-1.0
45.446,-0.48161,-0.10252,0.35399,0.79243,-0.0,1e-05,-1.0
45.497,-0.47448,-0.10005,0.3547,0.79243,-0.0,1e-05,-1.0
45.548,-0.46736,-0.09757,0.35539,0.79243,-0.0,1e-05,-1.0
45.599,-0.46024,-0.09508,0.35606,0.79243,-0.0,1e-05,-1.0
45.65,-0.45312,-0.0926,0.35672,0.79243,-0.0,1e-05,-1.0
45.701,-0.446,-0.09005,0.35737,0.79243,-0.0,1e-05,-1.0
45.752,-0.43888,-0.08756,0.35799,0.79243,-0.0,1e-05,-1.0
45.803,-0.43176,-0.08501,0.3586,0.79243,-0.0,1e-05,-1.0
45.855,-0.4245,-0.08245,0.3592,0.79243,-0.0,1e-05,-1.0
45.906,-0.41738,-0.07994,0.35976,0.79243,-0.0,1e-05,-1.0
45.957,-0.41026,-0.07738,0.36032,0.79243,-0.0,1e-05,-1.0
46.008,-0.40313,-0.07481,0.36087,0.79243,-0.0,1e-05,-1.0
46.059,-0.39602,-0.07229,0.36138,0.79243,-0.0,1e-05,-1.0
46.11,-0.38889,-0.06972,0.36188,0.79243,-0.0,1e-05,-1.0
46.161,-0.38177,-0.06714,0.36237,0.79243,-0.0,1e-05,-1.0
46.212,-0.37465,-0.06461,0.36283,0.79243,-0.0,1e-05,-1.0
46.263,-0.36753,-0.06202,0.36328,0.79243,-0.0,1e-05,-1.0
46.314,-0.36041,-0.05948,0.36371,0.79243,-0.0,1e-05,-1.0
46.365,-0.35329,-0.05694,0.36411,0.79243,-0.0,1e-05,-1.0
46.416,-0.34617,-0.05435,0.36451,0.79243,-0.0,1e-05,-1.0
46.467,-0.33905,-0.05175,0.36489,0.79243,-0.0,1e-05,-1.0
46.518,-0.33192,-0.04916,0.36524,0.79243,-0.0,1e-05,-1.0
46.569,-0.3248,-0.0466,0.36558,0.79243,-0.0,1e-05,-1.0
46.62,-0.31768,-0.04405,0.3659,0.79243,-0.0,1e-05,-1.0
46.671,-0.31056,-0.04144,0.3662,0.79243,-0.0,1e-05,-1.0
46.722,-0.30344,-0.03884,0.36648,0.79243,-0.0,1e-05,-1.0
46.773,-0.29631,-0.03628,0.36675,0.79243,-0.0,1e-05,-1.0
46.824,-0.2892,-0.03366,0.367,0.79243,-0.0,1e-05,-1.0
46.875,-0.28208,-0.03105,0.36723,0.79243,-0.0,1e-05,-1.0
46.926,-0.27496,-0.02849,0.36743,0.79243,-0.0,1e-05,-1.0
46.977,-0.26783,-0.02587,0.36763,0.79243,-0.0,1e-05,-1.0
47.028,-0.26071,-0.0233,0.3678,0.79243,-0.0,1e-05,-1.0
47.079,-0.25359,-0.02068,0.36795,0.79242,-0.0,1e-05,-1.0
47.13,-0.24647,-0.01806,0.36809,0.79242,-0.0,1e-05,-1.0
47.181,-0.23935,-0.01549,0.36821,0.79242,-0.0,1e-05,-1.0
47.232,-0.23223,-0.01287,0.36831,0.79242,-0.0,1e-05,-1.0
47.283,-0.22511,-0.0103,0.36839,0.79242,-0.0,1e-05,-1.0
47.334,-0.21798,-0.00768,0.36845,0.79242,-0.0,1e-05,-1.0
47.384,-0.211,-0.00511,0.3685,0.79242,-0.0,1e-05,-1.0
47.436,-0.20374,-0.00253,0.36853,0.79242,-0.0,1e-05,-1.0
47.487,-0.19662,4e-05,0.36853,0.79242,-0.0,1e-05,-1.0
47.538,-0.1895,0.00266,0.36852,0.79242,-0.0,1e-05,-1.0
47.589,-0.18238,0.00529,0.3685,0.79242,-0.0,1e-05,-1.0
47.64,-0.17526,0.00786,0.36845,0.79242,-0.0,1e-05,-1.0
47.691,-0.16814,0.01048,0.36838,0.79242,-0.0,1e-05,-1.0
47.742,-0.16102,0.01305,0.3683,0.79242,-0.0,1e-05,-1.0
47.793,-0.15389,0.01567,0.3682,0.79242,-0.0,1e-05,-1.0
47.844,-0.14678,0.0183,0.36808,0.79242,-0.0,1e-05,-1.0
47.895,-0.13966,0.02092,0.36794,0.79242,-0.0,1e-05,-1.0
47.946,-0.13253,0.02353,0.36778,0.79242,-0.0,1e-05,-1.0
47.997,-0.12541,0.0261,0.36761,0.79242,-0.0,1e-05,-1.0
48.048,-0.11829,0.02872,0.36741,0.79242,-0.0,1e-05,-1.0
48.099,-0.11117,0.03133,0.3672,0.79242,-0.0,1e-05,-1.0
48.15,-0.10405,0.03395,0.36697,0.79242,-0.0,1e-05,-1.0
48.201,-0.09721,0.03638,0.36673,0.79242,-0.0,1e-05,-1.0
48.252,-0.09217,0.03805,0.36656,0.79242,-0.0,1e-05,-1.0
48.303,-0.08942,0.03892,0.36647,0.79242,-0.0,1e-05,-1.0
48.354,-0.08882,0.03907,0.36646,0.79242,-0.0,1e-05,-1.0
