timestamp,joint_5,spherical_wrist_1_link.x,spherical_wrist_1_link.y,spherical_wrist_1_link.z,spherical_wrist_1_link.x_hat,spherical_wrist_1_link.y_hat,spherical_wrist_1_link.z_hat
8.952,-0.39842,-0.04746,0.00888,0.26902,0.20015,-0.02692,-0.97939
9.003,-0.39973,-0.04746,0.0089,0.26902,0.20015,-0.02692,-0.9794
9.054,-0.40325,-0.04747,0.00894,0.26902,0.20015,-0.02692,-0.9794
9.105,-0.40887,-0.04748,0.00899,0.26901,0.20015,-0.02692,-0.9794
9.156,-0.41515,-0.04749,0.00903,0.26901,0.20015,-0.02692,-0.9794
9.207,-0.42138,-0.0475,0.00908,0.26901,0.20015,-0.02692,-0.9794
9.258,-0.42761,-0.04751,0.00912,0.269,0.20015,-0.02692,-0.9794
9.309,-0.43384,-0.04752,0.00917,0.269,0.20015,-0.02692,-0.9794
9.36,-0.44007,-0.04753,0.00921,0.269,0.20015,-0.02692,-0.9794
9.411,-0.44631,-0.04754,0.00926,0.26899,0.20015,-0.02692,-0.9794
9.462,-0.45253,-0.04756,0.0093,0.26899,0.20015,-0.02692,-0.9794
9.513,-0.45877,-0.04757,0.00935,0.26899,0.20015,-0.02692,-0.9794
9.564,-0.465,-0.04758,0.00939,0.26898,0.20015,-0.02692,-0.9794
9.615,-0.47123,-0.04759,0.00944,0.26898,0.20015,-0.02692,-0.9794
9.666,-0.47746,-0.0476,0.00948,0.26898,0.20015,-0.02692,-0.9794
9.717,-0.48369,-0.04762,0.00953,0.26897,0.20015,-0.02692,-0.9794
9.768,-0.48992,-0.04763,0.00957,0.26897,0.20015,-0.02692,-0.9794
9.818,-0.49615,-0.04764,0.00961,0.26896,0.20015,-0.02693,-0.9794
9.869,-0.50239,-0.04766,0.00966,0.26896,0.20015,-0.02693,-0.9794
9.921,-0.50861,-0.04767,0.0097,0.26896,0.20015,-0.02693,-0.9794
9.972,-0.51485,-0.04768,0.00975,0.26895,0.20015,-0.02693,-0.9794
