timestamp,joint_3,half_arm_2_link.x,half_arm_2_link.y,half_arm_2_link.z,half_arm_2_link.x_hat,half_arm_2_link.y_hat,half_arm_2_link.z_hat
22.275,0.35136,-0.2389,0.45095,0.24655,0.23061,-0.18858,-0.9546
22.326,0.35266,-0.2383,0.45121,0.24664,0.23061,-0.18858,-0.9546
22.377,0.35619,-0.23685,0.45186,0.24686,0.23061,-0.18858,-0.9546
22.429,0.36201,-0.23451,0.45288,0.24723,0.23061,-0.18858,-0.9546
22.479,0.36906,-0.23178,0.45405,0.24765,0.23061,-0.18858,-0.9546
22.53,0.37618,-0.22907,0.45519,0.24808,0.23061,-0.18858,-0.9546
22.582,0.3833,-0.22636,0.4563,0.24852,0.23061,-0.18858,-0.9546
22.632,0.39042,-0.22365,0.4574,0.24895,0.23061,-0.18858,-0.9546
22.684,0.39755,-0.22087,0.45851,0.24941,0.23061,-0.18859,-0.9546
22.735,0.40467,-0.21809,0.45959,0.24987,0.23062,-0.18859,-0.9546
22.786,0.41179,-0.21529,0.46065,0.25033,0.23062,-0.18859,-0.95459
22.837,0.41891,-0.21255,0.46167,0.25079,0.23062,-0.18859,-0.95459
22.888,0.42603,-0.20975,0.4627,0.25127,0.23062,-0.18859,-0.95459
22.939,0.43315,-0.20694,0.4637,0.25175,0.23062,-0.18859,-0.95459
22.99,0.44027,-0.20412,0.46468,0.25223,0.23062,-0.18859,-0.95459
23.041,0.4474,-0.20135,0.46563,0.25271,0.23062,-0.18859,-0.95459
23.092,0.45452,-0.19853,0.46657,0.25321,0.23062,-0.18859,-0.95459
23.142,0.46164,-0.19575,0.46748,0.2537,0.23062,-0.18859,-0.95459
23.194,0.46875,-0.19291,0.46838,0.25421,0.23062,-0.18859,-0.95459
23.245,0.47588,-0.19006,0.46926,0.25472,0.23063,-0.18859,-0.95459
23.296,0.483,-0.18721,0.47013,0.25524,0.23063,-0.18859,-0.95459
23.346,0.49012,-0.18156,0.47178,0.25628,0.23063,-0.18859,-0.95459
23.398,0.49724,-0.17869,0.47258,0.25681,0.23063,-0.18859,-0.95459
23.449,0.50436,-0.17588,0.47335,0.25734,0.23063,-0.18859,-0.95459
23.5,0.51148,-0.17306,0.4741,0.25787,0.23063,-0.18859,-0.95459
23.551,0.51861,-0.17024,0.47483,0.25841,0.23063,-0.18859,-0.95459
23.602,0.52573,-0.16736,0.47555,0.25896,0.23063,-0.18859,-0.95459
23.653,0.53285,-0.16447,0.47625,0.25952,0.23063,-0.1886,-0.95459
23.704,0.53997,-0.16164,0.47692,0.26007,0.23064,-0.1886,-0.95459
23.755,0.54709,-0.15874,0.47758,0.26064,0.23064,-0.1886,-0.95459
23.806,0.55421,-0.1559,0.47821,0.2612,0.23064,-0.1886,-0.95459
23.857,0.56133,-0.153,0.47883,0.26178,0.23064,-0.1886,-0.95459
23.908,0.56845,-0.1501,0.47943,0.26236,0.23064,-0.1886,-0.95459
23.959,0.57557,-0.14725,0.48,0.26294,0.23064,-0.1886,-0.95459
24.01,0.5827,-0.14434,0.48056,0.26353,0.23064,-0.1886,-0.95459
24.061,0.58982,-0.14142,0.4811,0.26413,0.23064,-0.1886,-0.95459
24.112,0.59694,-0.13857,0.4816,0.26472,0.23064,-0.1886,-0.95459
24.163,0.60406,-0.13565,0.4821,0.26532,0.23064,-0.1886,-0.95459
24.214,0.61118,-0.13278,0.48257,0.26592,0.23065,-0.1886,-0.95458
24.265,0.6183,-0.12992,0.48301,0.26653,0.23065,-0.1886,-0.95458
24.316,0.62542,-0.12705,0.48344,0.26713,0.23065,-0.1886,-0.95458
24.367,0.63254,-0.12412,0.48385,0.26776,0.23065,-0.1886,-0.95458
24.418,0.63966,-0.12125,0.48424,0.26838,0.23065,-0.1886,-0.95458
24.469,0.64679,-0.11837,0.48461,0.269,0.23065,-0.1886,-0.95458
24.52,0.65391,-0.1155,0.48495,0.26962,0.23065,-0.1886,-0.95458
24.571,0.66103,-0.11256,0.48528,0.27027,0.23065,-0.1886,-0.95458
24.622,0.66815,-0.10969,0.48559,0.2709,0.23065,-0.1886,-0.95458
24.672,0.67527,-0.10675,0.48588,0.27155,0.23065,-0.1886,-0.95458
24.724,0.68239,-0.10387,0.48614,0.2722,0.23066,-0.18861,-0.95458
24.775,0.68951,-0.10093,0.48639,0.27286,0.23066,-0.18861,-0.95458
24.826,0.69663,-0.09805,0.48662,0.27351,0.23066,-0.18861,-0.95458
24.877,0.70376,-0.09511,0.48682,0.27418,0.23066,-0.18861,-0.95458
24.928,0.71088,-0.09217,0.48701,0.27485,0.23066,-0.18861,-0.95458
24.978,0.718,-0.08923,0.48717,0.27553,0.23066,-0.18861,-0.95458
25.03,0.72512,-0.08634,0.48731,0.2762,0.23066,-0.18861,-0.95458
25.081,0.73224,-0.0834,0.48744,0.27688,0.23066,-0.18861,-0.95458
25.132,0.73936,-0.08052,0.48754,0.27756,0.23066,-0.18861,-0.95458
25.183,0.74648,-0.07773,0.48762,0.27822,0.23066,-0.18861,-0.95458
25.233,0.75292,-0.07556,0.48766,0.27873,0.23067,-0.18861,-0.95458
25.285,0.75724,-0.07437,0.48768,0.27902,0.23067,-0.18861,-0.95458
25.336,0.75931,-0.07405,0.48769,0.2791,0.23067,-0.18861,-0.95458
25.386,0.75951,-0.07405,0.48769,0.2791,0.23067,-0.18861,-0.95458
