timestamp,joint_3,half_arm_2_link.x,half_arm_2_link.y,half_arm_2_link.z,half_arm_2_link.x_hat,half_arm_2_link.y_hat,half_arm_2_link.z_hat
51.037,1.25453,0.08424,0.30045,0.5334,-0.27442,0.04304,-0.96065
51.088,1.25323,0.08376,0.30035,0.53354,-0.27442,0.04304,-0.96065
51.139,1.24971,0.08258,0.3001,0.53386,-0.27442,0.04304,-0.96065
51.19,1.24388,0.08069,0.29968,0.53438,-0.27442,0.04304,-0.96065
51.241,1.23683,0.07849,0.29918,0.53499,-0.27442,0.04304,-0.96065
51.292,1.22971,0.07628,0.29867,0.5356,-0.27442,0.04304,-0.96065
51.343,1.22259,0.07412,0.29815,0.53619,-0.27442,0.04304,-0.96065
51.394,1.21547,0.07196,0.29761,0.53678,-0.27442,0.04304,-0.96065
51.445,1.20834,0.06976,0.29704,0.53738,-0.27442,0.04304,-0.96065
51.496,1.20122,0.06757,0.29646,0.53799,-0.27442,0.04304,-0.96065
51.547,1.1941,0.06538,0.29587,0.53858,-0.27442,0.04304,-0.96065
51.598,1.18698,0.06319,0.29525,0.53918,-0.27442,0.04304,-0.96065
51.649,1.17986,0.06101,0.29462,0.53978,-0.27442,0.04304,-0.96065
51.7,1.17274,0.05883,0.29398,0.54037,-0.27442,0.04304,-0.96065
51.751,1.16562,0.05669,0.29333,0.54095,-0.27442,0.04304,-0.96065
51.802,1.15849,0.05457,0.29267,0.54153,-0.27442,0.04304,-0.96065
51.853,1.15138,0.05244,0.29199,0.5421,-0.27442,0.04304,-0.96065
51.904,1.14426,0.05028,0.29128,0.54269,-0.27442,0.04304,-0.96065
51.955,1.13714,0.04813,0.29056,0.54327,-0.27442,0.04304,-0.96065
52.006,1.13001,0.04601,0.28983,0.54384,-0.27442,0.04304,-0.96065
52.057,1.12289,0.04387,0.28907,0.54442,-0.27442,0.04304,-0.96065
52.108,1.11577,0.03963,0.28753,0.54556,-0.27441,0.04304,-0.96065
52.159,1.10865,0.0375,0.28673,0.54613,-0.27441,0.04304,-0.96065
52.21,1.10153,0.03541,0.28593,0.54669,-0.27441,0.04304,-0.96065
52.261,1.09441,0.03334,0.28511,0.54725,-0.27441,0.04304,-0.96065
52.312,1.08728,0.03122,0.28426,0.54781,-0.27441,0.04304,-0.96065
52.363,1.08016,0.02915,0.28341,0.54837,-0.27441,0.04304,-0.96065
52.414,1.07304,0.02705,0.28253,0.54893,-0.27441,0.04304,-0.96065
52.465,1.06592,0.02499,0.28166,0.54948,-0.27441,0.04304,-0.96065
52.516,1.0588,0.02294,0.28076,0.55002,-0.27441,0.04304,-0.96065
52.567,1.05168,0.02085,0.27984,0.55058,-0.27441,0.04304,-0.96065
52.619,1.04456,0.01877,0.2789,0.55113,-0.27441,0.04304,-0.96065
52.669,1.03744,0.01674,0.27796,0.55167,-0.27441,0.04304,-0.96065
52.72,1.03032,0.01471,0.27701,0.5522,-0.27441,0.04304,-0.96065
52.771,1.02319,0.01269,0.27604,0.55274,-0.27441,0.04304,-0.96065
52.822,1.01607,0.01064,0.27504,0.55328,-0.27441,0.04304,-0.96065
52.873,1.00895,0.00863,0.27405,0.55381,-0.27441,0.04304,-0.96065
52.924,1.00183,0.00659,0.27302,0.55434,-0.27441,0.04304,-0.96065
52.975,0.99471,0.00459,0.27199,0.55487,-0.27441,0.04304,-0.96065
53.026,0.98759,0.00256,0.27093,0.5554,-0.27441,0.04304,-0.96065
53.077,0.98047,0.00054,0.26986,0.55593,-0.27441,0.04304,-0.96065
53.128,0.97335,-0.00147,0.26877,0.55645,-0.2744,0.04304,-0.96065
53.179,0.96623,-0.00347,0.26766,0.55697,-0.2744,0.04304,-0.96065
53.23,0.95911,-0.00543,0.26657,0.55748,-0.2744,0.04304,-0.96065
53.281,0.95198,-0.00739,0.26546,0.55799,-0.2744,0.04304,-0.96065
53.332,0.94486,-0.00937,0.26431,0.55851,-0.2744,0.04304,-0.96065
53.383,0.93775,-0.01134,0.26315,0.55902,-0.2744,0.04304,-0.96065
53.434,0.93062,-0.01327,0.26199,0.55952,-0.2744,0.04304,-0.96065
53.485,0.9235,-0.0152,0.26082,0.56001,-0.2744,0.04304,-0.96065
53.536,0.91638,-0.01715,0.25962,0.56052,-0.2744,0.04304,-0.96065
53.587,0.90926,-0.01909,0.2584,0.56102,-0.2744,0.04304,-0.96065
53.639,0.90213,-0.02099,0.25719,0.5615,-0.2744,0.04304,-0.96065
53.69,0.89487,-0.02292,0.25594,0.562,-0.2744,0.04304,-0.96065
53.741,0.88775,-0.0248,0.25471,0.56248,-0.2744,0.04304,-0.96065
53.792,0.88064,-0.02671,0.25343,0.56297,-0.2744,0.04304,-0.96065
53.843,0.87352,-0.02861,0.25214,0.56345,-0.2744,0.04304,-0.96065
53.894,0.86639,-0.0305,0.25084,0.56394,-0.2744,0.04304,-0.96065
53.945,0.85927,-0.03235,0.24955,0.56441,-0.2744,0.04304,-0.96065
53.996,0.85215,-0.03419,0.24824,0.56487,-0.2744,0.04304,-0.96065
54.047,0.84503,-0.03602,0.24692,0.56534,-0.2744,0.04304,-0.96065
54.098,0.83788,-0.03787,0.24557,0.5658,-0.2744,0.04304,-0.96065
54.149,0.83115,-0.03936,0.24447,0.56618,-0.2744,0.04304,-0.96065
54.2,0.82641,-0.04023,0.24382,0.5664,-0.2744,0.04304,-0.96065
54.251,0.82392,-0.04053,0.24359,0.56647,-0.27439,0.04304,-0.96065
54.302,0.8235,-0.04053,0.24359,0.56647,-0.27439,0.04304,-0.96065
