timestamp,joint_3,half_arm_2_link.x,half_arm_2_link.y,half_arm_2_link.z,half_arm_2_link.x_hat,half_arm_2_link.y_hat,half_arm_2_link.z_hat
27.597,-5e-05,0.10771,-0.10389,0.60758,-0.00013,1e-05,-1.0
27.648,0.00125,0.10741,-0.10421,0.60758,-0.00013,1e-05,-1.0
27.699,0.00477,0.10688,-0.10475,0.60758,-0.00013,1e-05,-1.0
27.75,0.0106,0.10617,-0.10547,0.60758,-0.00013,1e-05,-1.0
27.801,0.01765,0.10541,-0.10622,0.60758,-0.00013,1e-05,-1.0
27.852,0.02477,0.10465,-0.10697,0.60758,-0.00013,1e-05,-1.0
27.903,0.03189,0.1039,-0.1077,0.60758,-0.00013,1e-05,-1.0
27.954,0.03901,0.10315,-0.10842,0.60758,-0.00013,1e-05,-1.0
28.005,0.04613,0.10237,-0.10915,0.60758,-0.00013,1e-05,-1.0
28.056,0.05325,0.10159,-0.10988,0.60758,-0.00013,1e-05,-1.0
28.107,0.06038,0.10081,-0.1106,0.60758,-0.00013,1e-05,-1.0
28.158,0.0675,0.10002,-0.11131,0.60758,-0.00013,1e-05,-1.0
28.209,0.07462,0.09922,-0.11202,0.60758,-0.00013,1e-05,-1.0
28.26,0.08174,0.09844,-0.11271,0.60758,-0.00013,1e-05,-1.0
28.311,0.08886,0.09765,-0.11339,0.60758,-0.00013,1e-05,-1.0
28.362,0.09598,0.09684,-0.11408,0.60758,-0.00013,1e-05,-1.0
28.413,0.1031,0.09603,-0.11477,0.60758,-0.00013,1e-05,-1.0
28.464,0.11022,0.09522,-0.11544,0.60758,-0.00013,1e-05,-1.0
28.515,0.11734,0.0944,-0.11611,0.60758,-0.00014,1e-05,-1.0
28.566,0.12446,0.09357,-0.11678,0.60758,-0.00014,1e-05,-1.0
28.617,0.13159,0.09275,-0.11743,0.60758,-0.00014,1e-05,-1.0
28.668,0.13871,0.09193,-0.11807,0.60758,-0.00014,1e-05,-1.0
28.719,0.14583,0.09108,-0.11873,0.60758,-0.00014,1e-05,-1.0
28.77,0.15295,0.09024,-0.11937,0.60758,-0.00014,1e-05,-1.0
28.821,0.16007,0.08938,-0.12001,0.60758,-0.00014,1e-05,-1.0
28.872,0.16719,0.08854,-0.12063,0.60758,-0.00014,1e-05,-1.0
28.923,0.17431,0.0877,-0.12124,0.60758,-0.00014,1e-05,-1.0
28.974,0.18143,0.08683,-0.12187,0.60758,-0.00014,1e-05,-1.0
29.025,0.18855,0.08598,-0.12247,0.60758,-0.00014,1e-05,-1.0
29.076,0.19567,0.08511,-0.12308,0.60758,-0.00014,1e-05,-1.0
29.127,0.2028,0.08424,-0.12367,0.60758,-0.00014,1e-05,-1.0
29.178,0.20992,0.08336,-0.12426,0.60758,-0.00014,1e-05,-1.0
29.229,0.21704,0.08249,-0.12484,0.60758,-0.00014,1e-05,-1.0
