timestamp,joint_1,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat
34.784,0.68545,0.33475,0.13844,0.74857,-0.0,1e-05,-1.0
34.835,0.68415,0.33428,0.13958,0.74857,-0.0,1e-05,-1.0
34.886,0.68063,0.33348,0.14148,0.74857,-0.0,1e-05,-1.0
34.937,0.6748,0.33249,0.14377,0.74857,-0.0,1e-05,-1.0
34.988,0.66775,0.33146,0.14614,0.74857,-0.0,1e-05,-1.0
35.039,0.66063,0.33043,0.14845,0.74857,-0.0,1e-05,-1.0
35.09,0.65351,0.32937,0.1508,0.74857,-0.0,1e-05,-1.0
35.141,0.64639,0.32831,0.15309,0.74857,-0.0,1e-05,-1.0
35.192,0.63927,0.32721,0.15543,0.74857,-0.0,1e-05,-1.0
35.243,0.63214,0.32609,0.15775,0.74857,-0.0,1e-05,-1.0
35.294,0.62503,0.32498,0.16002,0.74857,-0.0,1e-05,-1.0
35.345,0.6179,0.32384,0.16233,0.74857,-0.0,1e-05,-1.0
35.395,0.61078,0.32269,0.16459,0.74857,-0.0,1e-05,-1.0
35.446,0.60366,0.32154,0.16684,0.74857,-0.0,1e-05,-1.0
35.497,0.59654,0.32034,0.16912,0.74857,-0.0,1e-05,-1.0
35.548,0.58942,0.31913,0.1714,0.74857,-0.0,1e-05,-1.0
35.599,0.5823,0.3179,0.17367,0.74857,-0.0,1e-05,-1.0
35.65,0.57518,0.31668,0.17588,0.74857,-0.0,1e-05,-1.0
35.701,0.56805,0.31544,0.17809,0.74857,-0.0,1e-05,-1.0
35.752,0.56093,0.31419,0.18029,0.74857,-0.0,1e-05,-1.0
35.803,0.55381,0.3129,0.18252,0.74857,-0.0,1e-05,-1.0
35.854,0.54669,0.31159,0.18474,0.74857,-0.0,1e-05,-1.0
35.906,0.53957,0.3103,0.18692,0.74857,-0.0,1e-05,-1.0
35.956,0.53245,0.30896,0.18912,0.74857,-0.0,1e-05,-1.0
36.007,0.52533,0.30763,0.19127,0.74857,-0.0,1e-05,-1.0
36.058,0.51821,0.30626,0.19346,0.74857,-0.0,1e-05,-1.0
36.109,0.51109,0.30487,0.19563,0.74857,-0.0,1e-05,-1.0
36.16,0.50396,0.3035,0.19776,0.74857,-0.0,1e-05,-1.0
36.211,0.49684,0.30208,0.19991,0.74857,-0.0,1e-05,-1.0
36.262,0.48972,0.30068,0.20202,0.74857,-0.0,1e-05,-1.0
36.313,0.4826,0.29923,0.20415,0.74857,-0.0,1e-05,-1.0
36.365,0.47548,0.2978,0.20624,0.74857,-0.0,1e-05,-1.0
36.415,0.46836,0.29633,0.20835,0.74857,-0.0,1e-05,-1.0
36.467,0.46124,0.29486,0.21041,0.74857,-0.0,1e-05,-1.0
36.518,0.45412,0.29336,0.21251,0.74857,-0.0,1e-05,-1.0
36.569,0.447,0.29187,0.21455,0.74857,-0.0,1e-05,-1.0
36.62,0.43988,0.29036,0.21658,0.74857,-0.0,1e-05,-1.0
36.671,0.43275,0.28884,0.21861,0.74857,-0.0,1e-05,-1.0
36.722,0.42563,0.28728,0.22066,0.74857,-0.0,1e-05,-1.0
36.773,0.41851,0.2857,0.2227,0.74857,-0.0,1e-05,-1.0
36.824,0.41139,0.28414,0.22469,0.74857,-0.0,1e-05,-1.0
36.874,0.40427,0.28256,0.22666,0.74857,-0.0,1e-05,-1.0
36.925,0.39715,0.28097,0.22863,0.74857,-0.0,1e-05,-1.0
36.977,0.39003,0.27937,0.23059,0.74857,-0.0,1e-05,-1.0
37.027,0.38291,0.27775,0.23253,0.74857,-0.0,1e-05,-1.0
37.078,0.37579,0.27612,0.23446,0.74857,-0.0,1e-05,-1.0
37.129,0.36866,0.27445,0.23642,0.74857,-0.0,1e-05,-1.0
37.18,0.36154,0.27279,0.23833,0.74857,-0.0,1e-05,-1.0
37.231,0.35442,0.27112,0.24023,0.74857,-0.0,1e-05,-1.0
37.282,0.3473,0.2694,0.24216,0.74857,-0.0,1e-05,-1.0
37.333,0.34018,0.2677,0.24403,0.74857,-0.0,1e-05,-1.0
37.385,0.33306,0.26599,0.24589,0.74857,-0.0,1e-05,-1.0
37.436,0.32594,0.26424,0.24778,0.74857,-0.0,1e-05,-1.0
