timestamp,joint_1,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat
42.403,2e-05,-0.28523,-0.28793,0.82329,-0.0,1e-05,-1.0
42.454,-0.00128,-0.28489,-0.28826,0.82329,-0.0,1e-05,-1.0
42.505,-0.0048,-0.28391,-0.28922,0.82329,-0.0,1e-05,-1.0
42.556,-0.01063,-0.2823,-0.2908,0.82329,-0.0,1e-05,-1.0
42.607,-0.01768,-0.28025,-0.29278,0.82329,-0.0,1e-05,-1.0
42.658,-0.0248,-0.2782,-0.29472,0.82329,-0.0,1e-05,-1.0
42.709,-0.03192,-0.27609,-0.2967,0.82329,-0.0,1e-05,-1.0
42.76,-0.03904,-0.27401,-0.29862,0.82329,-0.0,1e-05,-1.0
42.811,-0.04616,-0.27188,-0.30056,0.82329,-0.0,1e-05,-1.0
42.862,-0.05328,-0.26973,-0.30249,0.82329,-0.0,1e-05,-1.0
42.913,-0.0604,-0.26761,-0.30437,0.82329,-0.0,1e-05,-1.0
42.964,-0.06753,-0.26548,-0.30623,0.82329,-0.0,1e-05,-1.0
43.015,-0.07464,-0.2633,-0.30811,0.82328,-0.0,1e-05,-1.0
43.066,-0.08177,-0.26114,-0.30994,0.82328,-0.0,1e-05,-1.0
43.117,-0.08889,-0.25893,-0.31179,0.82328,-0.0,1e-05,-1.0
43.168,-0.09601,-0.25674,-0.31359,0.82328,-0.0,1e-05,-1.0
43.219,-0.10313,-0.2545,-0.31541,0.82328,-0.0,1e-05,-1.0
43.27,-0.11025,-0.25229,-0.31718,0.82328,-0.0,1e-05,-1.0
43.321,-0.11737,-0.25003,-0.31897,0.82328,-0.0,1e-05,-1.0
43.372,-0.12449,-0.2478,-0.32071,0.82328,-0.0,1e-05,-1.0
43.423,-0.13162,-0.24551,-0.32246,0.82328,-0.0,1e-05,-1.0
43.474,-0.13874,-0.24325,-0.32417,0.82328,-0.0,1e-05,-1.0
43.525,-0.14586,-0.24098,-0.32586,0.82328,-0.0,1e-05,-1.0
43.576,-0.15298,-0.23865,-0.32757,0.82328,-0.0,1e-05,-1.0
43.627,-0.1601,-0.23636,-0.32923,0.82328,-0.0,1e-05,-1.0
43.678,-0.16722,-0.23401,-0.3309,0.82328,-0.0,1e-05,-1.0
43.729,-0.17434,-0.23169,-0.33253,0.82328,-0.0,1e-05,-1.0
43.78,-0.18146,-0.22932,-0.33417,0.82328,-0.0,1e-05,-1.0
43.831,-0.18859,-0.22694,-0.33579,0.82328,-0.0,1e-05,-1.0
43.882,-0.1957,-0.22459,-0.33737,0.82328,-0.0,1e-05,-1.0
43.933,-0.20283,-0.22222,-0.33893,0.82328,-0.0,1e-05,-1.0
43.984,-0.20995,-0.21981,-0.3405,0.82328,-0.0,1e-05,-1.0
44.035,-0.21707,-0.21742,-0.34203,0.82328,-0.0,1e-05,-1.0
44.086,-0.22419,-0.21503,-0.34354,0.82328,-0.0,1e-05,-1.0
44.137,-0.23131,-0.21263,-0.34503,0.82328,-0.0,1e-05,-1.0
44.188,-0.23843,-0.21016,-0.34654,0.82328,-0.0,1e-05,-1.0
44.239,-0.24555,-0.20769,-0.34802,0.82328,-0.0,1e-05,-1.0
44.29,-0.25268,-0.20526,-0.34947,0.82328,-0.0,1e-05,-1.0
44.341,-0.2598,-0.20276,-0.35092,0.82328,-0.0,1e-05,-1.0
44.392,-0.26692,-0.20026,-0.35235,0.82328,-0.0,1e-05,-1.0
44.443,-0.27404,-0.19774,-0.35377,0.82328,-0.0,1e-05,-1.0
44.494,-0.28116,-0.19522,-0.35517,0.82328,-0.0,1e-05,-1.0
44.545,-0.28828,-0.19269,-0.35655,0.82328,-0.0,1e-05,-1.0
44.596,-0.2954,-0.19019,-0.35789,0.82328,-0.0,1e-05,-1.0
44.647,-0.30252,-0.18764,-0.35923,0.82328,-0.0,1e-05,-1.0
44.698,-0.30964,-0.18513,-0.36053,0.82328,-0.0,1e-05,-1.0
44.749,-0.31677,-0.18255,-0.36184,0.82328,-0.0,1e-05,-1.0
44.8,-0.32389,-0.18002,-0.36311,0.82328,-0.0,1e-05,-1.0
44.851,-0.33101,-0.17743,-0.36438,0.82328,-0.0,1e-05,-1.0
44.902,-0.33813,-0.17483,-0.36564,0.82328,-0.0,1e-05,-1.0
44.953,-0.34525,-0.17228,-0.36685,0.82328,-0.0,1e-05,-1.0
45.004,-0.35237,-0.16966,-0.36806,0.82328,-0.0,1e-05,-1.0
45.055,-0.35949,-0.16709,-0.36924,0.82328,-0.0,1e-05,-1.0
45.106,-0.36661,-0.16451,-0.3704,0.82328,-0.0,1e-05,-1.0
45.157,-0.37374,-0.16192,-0.37154,0.82328,-0.0,1e-05,-1.0
45.208,-0.38086,-0.15927,-0.37268,0.82328,-0.0,1e-05,-1.0
45.259,-0.38798,-0.15661,-0.3738,0.82328,-0.0,1e-05,-1.0
45.31,-0.39509,-0.15399,-0.37489,0.82328,-0.0,1e-05,-1.0
45.361,-0.40222,-0.15132,-0.37598,0.82328,-0.0,1e-05,-1.0
45.412,-0.40934,-0.14864,-0.37704,0.82328,-0.0,1e-05,-1.0
45.463,-0.41646,-0.14595,-0.37809,0.82328,-0.0,1e-05,-1.0
45.514,-0.42358,-0.14331,-0.3791,0.82328,-0.0,1e-05,-1.0
45.565,-0.4307,-0.14061,-0.38011,0.82328,-0.0,1e-05,-1.0
45.616,-0.43783,-0.1379,-0.38111,0.82328,-0.0,1e-05,-1.0
45.667,-0.44495,-0.13523,-0.38206,0.82328,-0.0,1e-05,-1.0
45.718,-0.45207,-0.13251,-0.38301,0.82328,-0.0,1e-05,-1.0
45.769,-0.45919,-0.12978,-0.38395,0.82328,-0.0,1e-05,-1.0
45.82,-0.46631,-0.12709,-0.38484,0.82328,-0.0,1e-05,-1.0
45.871,-0.47343,-0.12435,-0.38574,0.82328,-0.0,1e-05,-1.0
45.922,-0.48055,-0.1216,-0.38661,0.82328,-0.0,1e-05,-1.0
45.973,-0.48767,-0.11884,-0.38747,0.82328,-0.0,1e-05,-1.0
46.024,-0.49479,-0.11614,-0.38829,0.82328,-0.0,1e-05,-1.0
46.075,-0.50192,-0.11337,-0.38911,0.82328,-0.0,1e-05,-1.0
46.126,-0.50904,-0.11065,-0.38989,0.82328,-0.0,1e-05,-1.0
46.177,-0.51616,-0.10787,-0.39067,0.82328,-0.0,1e-05,-1.0
46.228,-0.52328,-0.10508,-0.39142,0.82328,-0.0,1e-05,-1.0
