timestamp,joint_1,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat
38.695,0.55606,-0.55086,0.50444,0.55455,-0.0,1e-05,-1.0
38.746,0.55476,-0.55202,0.50317,0.55455,-0.0,1e-05,-1.0
38.797,0.55124,-0.55434,0.50062,0.55455,-0.0,1e-05,-1.0
38.848,0.54541,-0.55758,0.497,0.55455,-0.0,1e-05,-1.0
38.899,0.53836,-0.5611,0.49302,0.55455,-0.0,1e-05,-1.0
38.95,0.53124,-0.5646,0.48901,0.55455,-0.0,1e-05,-1.0
39.001,0.52412,-0.568,0.48506,0.55455,-0.0,1e-05,-1.0
39.052,0.517,-0.57137,0.48108,0.55455,-0.0,1e-05,-1.0
39.103,0.50988,-0.57478,0.477,0.55455,-0.0,1e-05,-1.0
39.154,0.50276,-0.57816,0.4729,0.55455,-0.0,1e-05,-1.0
39.205,0.49564,-0.58145,0.46885,0.55455,-0.0,1e-05,-1.0
39.256,0.48851,-0.58477,0.4647,0.55455,-0.0,1e-05,-1.0
39.307,0.48139,-0.588,0.4606,0.55455,-0.0,1e-05,-1.0
39.358,0.47427,-0.59127,0.4564,0.55456,-0.0,1e-05,-1.0
39.409,0.46715,-0.5945,0.45218,0.55456,-0.0,1e-05,-1.0
39.46,0.46003,-0.59765,0.44802,0.55456,-0.0,1e-05,-1.0
39.511,0.45291,-0.60082,0.44375,0.55456,-0.0,1e-05,-1.0
39.562,0.44579,-0.6039,0.43955,0.55456,-0.0,1e-05,-1.0
39.613,0.43867,-0.60696,0.43532,0.55456,-0.0,1e-05,-1.0
39.664,0.43155,-0.61004,0.43099,0.55456,-0.0,1e-05,-1.0
39.715,0.42442,-0.61303,0.42672,0.55456,-0.0,1e-05,-1.0
39.766,0.4173,-0.61605,0.42234,0.55456,-0.0,1e-05,-1.0
39.817,0.41019,-0.61899,0.41803,0.55456,-0.0,1e-05,-1.0
39.868,0.40306,-0.62195,0.41361,0.55456,-0.0,1e-05,-1.0
39.919,0.39594,-0.62482,0.40926,0.55456,-0.0,1e-05,-1.0
39.97,0.38882,-0.62766,0.40489,0.55456,-0.0,1e-05,-1.0
40.021,0.3817,-0.63053,0.40041,0.55457,-0.0,1e-05,-1.0
40.072,0.37458,-0.63331,0.39599,0.55457,-0.0,1e-05,-1.0
40.123,0.36745,-0.63611,0.39148,0.55457,-0.0,1e-05,-1.0
