timestamp,joint_1,shoulder_link.x,shoulder_link.y,shoulder_link.z,shoulder_link.x_hat,shoulder_link.y_hat,shoulder_link.z_hat
35.159,-0.12494,-0.36806,0.25433,0.7907,-0.0,1e-05,-1.0
35.21,-0.12363,-0.36756,0.25506,0.7907,-0.0,1e-05,-1.0
35.261,-0.12011,-0.3665,0.25657,0.7907,-0.0,1e-05,-1.0
35.312,-0.11429,-0.36485,0.25891,0.7907,-0.0,1e-05,-1.0
35.363,-0.10724,-0.36304,0.26144,0.7907,-0.0,1e-05,-1.0
35.414,-0.10012,-0.36117,0.26402,0.7907,-0.0,1e-05,-1.0
35.465,-0.09299,-0.35928,0.26659,0.7907,-0.0,1e-05,-1.0
35.516,-0.08588,-0.35741,0.26909,0.7907,-0.0,1e-05,-1.0
35.567,-0.07875,-0.35548,0.27163,0.7907,-0.0,1e-05,-1.0
35.618,-0.07163,-0.35358,0.2741,0.7907,-0.0,1e-05,-1.0
35.669,-0.06451,-0.35165,0.27656,0.7907,-0.0,1e-05,-1.0
35.72,-0.05739,-0.34971,0.27901,0.7907,-0.0,1e-05,-1.0
35.771,-0.05027,-0.34776,0.28145,0.7907,-0.0,1e-05,-1.0
35.822,-0.04315,-0.34574,0.28392,0.79071,-0.0,1e-05,-1.0
35.873,-0.03603,-0.34371,0.28637,0.79071,-0.0,1e-05,-1.0
35.924,-0.02891,-0.3417,0.28876,0.79071,-0.0,1e-05,-1.0
35.975,-0.02178,-0.33964,0.29119,0.79071,-0.0,1e-05,-1.0
36.026,-0.01467,-0.33756,0.2936,0.79071,-0.0,1e-05,-1.0
36.077,-0.00754,-0.3355,0.29595,0.79071,-0.0,1e-05,-1.0
36.128,-0.00042,-0.33342,0.29829,0.79071,-0.0,1e-05,-1.0
36.179,0.0067,-0.33133,0.3006,0.79071,-0.0,1e-05,-1.0
36.23,0.01382,-0.32918,0.30295,0.79071,-0.0,1e-05,-1.0
36.281,0.02094,-0.32701,0.30529,0.79071,-0.0,1e-05,-1.0
36.332,0.02806,-0.32483,0.30761,0.79071,-0.0,1e-05,-1.0
36.383,0.03519,-0.32268,0.30987,0.79071,-0.0,1e-05,-1.0
36.434,0.04231,-0.32046,0.31216,0.79071,-0.0,1e-05,-1.0
36.485,0.04943,-0.31827,0.31439,0.79071,-0.0,1e-05,-1.0
36.536,0.05655,-0.31602,0.31665,0.79072,-0.0,1e-05,-1.0
36.587,0.06367,-0.31376,0.31889,0.79072,-0.0,1e-05,-1.0
36.638,0.07079,-0.31153,0.32107,0.79072,-0.0,1e-05,-1.0
36.689,0.07791,-0.30923,0.32328,0.79072,-0.0,1e-05,-1.0
36.74,0.08503,-0.30697,0.32543,0.79072,-0.0,1e-05,-1.0
36.791,0.09215,-0.30464,0.32761,0.79072,-0.0,1e-05,-1.0
36.842,0.09927,-0.3023,0.32977,0.79072,-0.0,1e-05,-1.0
36.893,0.1064,-0.29994,0.33191,0.79072,-0.0,1e-05,-1.0
36.944,0.11352,-0.29757,0.33404,0.79072,-0.0,1e-05,-1.0
36.995,0.12063,-0.29288,0.33816,0.79072,-0.0,1e-05,-1.0
37.046,0.12776,-0.29046,0.34024,0.79072,-0.0,1e-05,-1.0
37.097,0.13488,-0.28803,0.3423,0.79072,-0.0,1e-05,-1.0
37.148,0.142,-0.28563,0.3443,0.79073,-0.0,1e-05,-1.0
37.199,0.14912,-0.28317,0.34633,0.79073,-0.0,1e-05,-1.0
37.25,0.15625,-0.2807,0.34833,0.79073,-0.0,1e-05,-1.0
37.301,0.16336,-0.27826,0.35028,0.79073,-0.0,1e-05,-1.0
37.352,0.17048,-0.27576,0.35226,0.79073,-0.0,1e-05,-1.0
37.403,0.1776,-0.27324,0.35421,0.79073,-0.0,1e-05,-1.0
37.454,0.18473,-0.27076,0.35611,0.79073,-0.0,1e-05,-1.0
37.505,0.19185,-0.26827,0.35799,0.79073,-0.0,1e-05,-1.0
37.556,0.19897,-0.26571,0.35989,0.79073,-0.0,1e-05,-1.0
37.607,0.20609,-0.26319,0.36174,0.79073,-0.0,1e-05,-1.0
37.658,0.21322,-0.26061,0.3636,0.79073,-0.0,1e-05,-1.0
37.709,0.22033,-0.25806,0.36541,0.79073,-0.0,1e-05,-1.0
37.76,0.22745,-0.25545,0.36724,0.79073,-0.0,1e-05,-1.0
