timestamp,joint_3,half_arm_2_link.x,half_arm_2_link.y,half_arm_2_link.z,half_arm_2_link.x_hat,half_arm_2_link.y_hat,half_arm_2_link.z_hat
56.513,-0.42053,-0.17998,-0.14434,0.57804,0.02693,-0.00058,-0.99964
56.564,-0.41922,-0.18021,-0.14407,0.57803,0.02693,-0.00058,-0.99964
56.615,-0.4157,-0.18076,-0.14344,0.57802,0.02693,-0.00058,-0.99964
56.666,-0.40988,-0.18161,-0.14245,0.57799,0.02693,-0.00058,-0.99964
56.717,-0.40283,-0.18262,-0.14127,0.57797,0.02693,-0.00058,-0.99964
56.768,-0.39571,-0.1836,-0.1401,0.57794,0.02693,-0.00058,-0.99964
56.819,-0.38859,-0.1846,-0.1389,0.57791,0.02693,-0.00058,-0.99964
56.87,-0.38146,-0.18559,-0.1377,0.57788,0.02693,-0.00058,-0.99964
56.921,-0.37434,-0.18654,-0.13651,0.57786,0.02693,-0.00058,-0.99964
56.972,-0.36722,-0.18751,-0.13529,0.57783,0.02693,-0.00058,-0.99964
57.023,-0.3601,-0.18847,-0.13406,0.5778,0.02693,-0.00058,-0.99964
57.074,-0.35298,-0.18943,-0.13283,0.57778,0.02693,-0.00058,-0.99964
57.125,-0.34586,-0.19035,-0.13161,0.57775,0.02693,-0.00058,-0.99964
57.176,-0.33874,-0.19129,-0.13036,0.57773,0.02692,-0.00058,-0.99964
57.227,-0.33162,-0.19219,-0.12913,0.5777,0.02692,-0.00058,-0.99964
57.278,-0.3245,-0.19309,-0.1279,0.57768,0.02692,-0.00058,-0.99964
57.329,-0.31738,-0.194,-0.12663,0.57765,0.02692,-0.00058,-0.99964
57.38,-0.31026,-0.1949,-0.12535,0.57763,0.02692,-0.00058,-0.99964
57.431,-0.30313,-0.19577,-0.1241,0.5776,0.02692,-0.00058,-0.99964
57.482,-0.29601,-0.19665,-0.12281,0.57758,0.02692,-0.00058,-0.99964
57.533,-0.28889,-0.19837,-0.12025,0.57753,0.02692,-0.00058,-0.99964
57.584,-0.28177,-0.19921,-0.11897,0.57751,0.02692,-0.00058,-0.99964
57.635,-0.27465,-0.20005,-0.11766,0.57749,0.02692,-0.00058,-0.99964
57.686,-0.26753,-0.20087,-0.11637,0.57746,0.02692,-0.00058,-0.99964
57.737,-0.2604,-0.20168,-0.11507,0.57744,0.02692,-0.00058,-0.99964
57.788,-0.25328,-0.2025,-0.11374,0.57742,0.02692,-0.00058,-0.99964
57.839,-0.24617,-0.20329,-0.11244,0.5774,0.02692,-0.00058,-0.99964
57.89,-0.23904,-0.20409,-0.1111,0.57737,0.02692,-0.00058,-0.99964
57.941,-0.23192,-0.20486,-0.10978,0.57735,0.02692,-0.00058,-0.99964
57.992,-0.2248,-0.20562,-0.10845,0.57733,0.02692,-0.00058,-0.99964
58.043,-0.21768,-0.20639,-0.1071,0.57731,0.02692,-0.00058,-0.99964
58.094,-0.21056,-0.20715,-0.10574,0.57729,0.02692,-0.00058,-0.99964
58.145,-0.20344,-0.20789,-0.1044,0.57727,0.02692,-0.00058,-0.99964
58.196,-0.19632,-0.20861,-0.10305,0.57725,0.02692,-0.00058,-0.99964
58.247,-0.1892,-0.20934,-0.10167,0.57723,0.02692,-0.00058,-0.99964
58.298,-0.18207,-0.21005,-0.10032,0.57721,0.02692,-0.00058,-0.99964
58.349,-0.17495,-0.21075,-0.09896,0.57719,0.02692,-0.00058,-0.99964
58.4,-0.16783,-0.21145,-0.09757,0.57717,0.02692,-0.00058,-0.99964
58.451,-0.16071,-0.21213,-0.0962,0.57715,0.02692,-0.00058,-0.99964
